Week,Channel,Region,Channel Group,Channel Type,Super Region,Year,Quarter,Month,Spend,Impressions,Clicks,Conversions,Leads,Revenue,New Customers
2025-01-27,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-01,7320.11,85754,2484,156,369,22184.87,99
2025-01-27,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-01,3974.33,59855,1928,103,260,15691.6,55
2025-01-27,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-01,8646.73,147998,6080,321,859,37512.26,198
2025-01-27,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-01,5230.06,108035,3934,201,503,25161.12,132
2025-01-27,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-01,3028.62,75223,3043,143,366,18337.16,78
2025-01-27,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-01,7308.82,167130,3341,127,316,15128.79,82
2025-01-27,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-01,4424.92,121391,2456,84,207,10726.7,45
2025-01-27,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-01,2429.81,75075,1659,49,130,6434.1,25
2025-02-03,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-02,20336,385627,16356,723,1782,88707.19,465
2025-02-03,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-02,12191.83,225791,10707,423,1080,53275.64,230
2025-02-03,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-02,8237.08,171736,8896,353,969,41217.53,190
2025-02-03,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-02,17620.42,1307479,14629,338,815,42363.52,220
2025-02-03,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-02,9966.94,693234,8606,156,412,21082.07,75
2025-02-03,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-02,6704.69,522645,7121,145,410,16582.47,80
2025-02-03,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-02,8739.97,1612794,6265,63,159,7409,36
2025-02-03,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-02,5763.73,1205485,5181,49,133,5353.63,26
2025-02-03,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-02,4072.76,880440,3685,39,103,3944.95,22
2025-02-03,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-02,11157.89,530825,4890,76,195,9918.24,43
2025-02-03,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-02,7360.39,375698,3821,59,164,7127.74,31
2025-02-03,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-02,5181.05,287000,2997,52,144,5850.1,31
2025-02-03,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-02,9003.76,142934,4770,238,619,34104.52,119
2025-02-03,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-02,6626.92,81809,2986,166,467,21493.14,91
2025-02-03,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-02,4681.51,52024,1634,102,256,13615.45,63
2025-02-03,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-02,7369.11,180057,7513,330,882,43835.21,164
2025-02-03,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-02,5389.25,98065,4439,218,622,25738.95,124
2025-02-03,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-02,3802.11,65160,2732,147,398,17320.48,92
2025-02-03,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-02,6196.5,169877,3896,122,332,13799.38,64
2025-02-03,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-02,4559.33,104878,2199,77,198,8597.31,45
2025-02-03,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-02,3211.73,73529,1360,49,113,5950.69,30
2025-02-10,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-02,20973.75,406852,21843,913,2585,109068.29,511
2025-02-10,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-02,15373.09,308051,15234,691,1923,80361.36,429
2025-02-10,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-02,8969.95,169029,7723,349,833,43336.72,231
2025-02-10,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-02,17049.72,1441897,19120,406,1074,44739.51,235
2025-02-10,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-02,12476.9,974574,10608,249,598,29807.62,161
2025-02-10,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-02,6815.72,501967,5642,115,281,14637.54,65
2025-02-10,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-02,10453.12,2194351,9487,104,294,10860.41,62
2025-02-10,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-02,6727.55,1325564,5272,62,155,6912.58,42
2025-02-10,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-02,3861.94,706763,2780,29,73,3461.12,17
2025-02-10,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-02,13277.15,709393,6373,114,289,13215.23,71
2025-02-10,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-02,8483.27,426754,3572,65,150,8093.37,41
2025-02-10,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-02,4652.51,217581,2030,32,79,4256.25,17
2025-02-10,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-02,11273.96,132078,4314,276,720,38142.35,175
2025-02-10,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-02,6735.85,95386,2939,171,418,25283.8,107
2025-02-10,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-02,3982.71,62811,2138,115,302,16760.18,61
2025-02-10,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-02,9641.95,165600,6055,338,797,41053.53,225
2025-02-10,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-02,5479.74,119988,4649,220,555,28606.81,113
2025-02-10,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-02,3225.63,70004,2937,130,352,15986.42,67
2025-02-10,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-02,6754.48,186269,3587,126,311,15660.48,81
2025-02-10,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-02,4051.91,134628,2882,92,236,11705.23,50
2025-02-10,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-02,2736.43,78727,1826,58,160,6948.18,30
2025-02-17,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-02,22798.92,415755,18756,836,2060,106408.35,476
2025-02-17,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-02,13004.67,231348,11551,436,1176,56527.99,220
2025-02-17,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-02,9254.35,184613,10085,425,1219,48130.15,239
2025-02-17,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-02,15119.16,1128378,13461,262,667,32739.29,140
2025-02-17,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-02,10601.84,891606,11628,228,623,26408.01,118
2025-02-17,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-02,7453.95,619772,7455,162,417,18132.45,95
2025-02-17,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-02,9300.14,1660374,6792,66,171,8103.99,36
2025-02-17,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-02,6492.69,1300294,5901,58,168,6287.04,32
2025-02-17,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-02,4558.36,947686,4174,45,129,4745.68,28
2025-02-17,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-02,11198.56,591309,5771,85,229,9950.42,42
2025-02-17,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-02,8217.28,468535,4725,78,214,8512.72,44
2025-02-17,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-02,5788.39,306914,2648,47,117,5507.74,31
2025-02-17,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-02,10171.64,150156,5267,281,761,42356.49,145
2025-02-17,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-02,7434.41,82436,3001,180,519,24114.19,106
2025-02-17,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-02,5221.47,58184,1937,126,331,17558.69,81
2025-02-17,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-02,8226.27,158077,6940,323,902,35757.42,174
2025-02-17,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-02,6034.22,104252,3935,205,513,23388.59,124
2025-02-17,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-02,4001.51,72914,2595,130,305,16024.68,78
2025-02-17,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-02,6969.12,178217,4271,143,404,16875.39,80
2025-02-17,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-02,5104.99,116576,2587,95,256,11105.99,60
2025-02-17,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-02,2980.23,81967,1602,57,140,7194.3,38
2025-02-24,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-02,23520.39,487044,24549,1065,2759,119460.41,627
2025-02-24,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-02,17170.37,331528,13817,626,1454,76298.61,394
2025-02-24,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-02,8677.39,156872,7141,284,701,36849.73,154
2025-02-24,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-02,19119.28,1544751,19224,431,1191,49722.99,265
2025-02-24,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-02,11559.35,877916,10088,225,568,27715.72,146
2025-02-24,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-02,6689.22,494866,5973,118,305,15639.03,70
2025-02-24,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-02,11673.9,2342451,8910,103,256,11221.8,65
2025-02-24,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-02,6990.12,1323760,4954,54,129,6265.18,33
2025-02-24,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-02,3875.18,717090,3018,28,74,3280.91,13
2025-02-24,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-02,13098.1,680230,6138,109,281,13101.32,69
2025-02-24,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-02,7788.85,375484,3349,54,135,6954.26,32
2025-02-24,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-02,4952.43,268708,2673,40,109,4786.23,20
2025-02-24,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-02,12492.79,146340,4313,277,653,39935.45,181
2025-02-24,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-02,7066.22,106006,3462,188,481,28903.6,92
2025-02-24,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-02,4452.81,58155,2055,110,306,15371.6,60
2025-02-24,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-02,8365.06,184647,6836,332,805,42005.43,204
2025-02-24,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-02,5125.06,126146,5163,230,604,28661.58,119
2025-02-24,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-02,3632.31,73508,3096,146,395,17013.39,78
2025-02-24,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-02,7089.22,207374,4253,138,345,17827.87,77
2025-02-24,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-02,4323.98,133093,2956,90,241,11479.9,43
2025-02-24,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-02,3074.83,73799,1801,61,176,7025.32,34
2025-03-03,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-03,19901.41,384108,18609,698,1821,84165.82,352
2025-03-03,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-03,14658.87,312992,16429,661,1850,74812.3,356
2025-03-03,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-03,10362.31,211134,9632,426,1077,48620.49,257
2025-03-03,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-03,16134.34,1156342,14533,271,724,34890.1,134
2025-03-03,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-03,11923.77,959134,13198,274,784,31655.49,152
2025-03-03,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-03,8350.77,663973,8419,193,520,22495.68,121
2025-03-03,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-03,9896.61,2052874,8919,87,235,9144.64,45
2025-03-03,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-03,7224.85,1543965,6571,71,189,7255.4,43
2025-03-03,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-03,5086.88,1011393,3739,45,106,4951.43,30
2025-03-03,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-03,12629.04,636656,6561,104,288,12743.4,56
2025-03-03,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-03,9205.98,504639,5048,88,250,10004.57,53
2025-03-03,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-03,6081.97,310257,2850,54,138,6579.12,35
2025-03-03,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-03,11367,132679,4916,280,757,36484.3,156
2025-03-03,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-03,8313.66,92462,2760,173,420,23382.06,108
2025-03-03,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-03,5174.58,64391,1941,110,264,15971.69,63
2025-03-03,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-03,9238.11,168107,7366,367,1049,42480.36,212
2025-03-03,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-03,6736.2,115529,4632,254,659,30254.1,163
2025-03-03,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-03,3693.31,81197,3071,153,374,19639.87,96
2025-03-03,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-03,7810.79,179828,3820,136,351,15368.73,81
2025-03-03,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-03,5374.26,130575,2457,89,211,10903.33,58
2025-03-03,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-03,2883.88,91140,1892,58,149,7617.03,31
2025-03-10,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-03,26256.39,520495,24623,1131,3048,132904.88,714
2025-03-10,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-03,14892.42,277475,12214,524,1262,65947.72,330
2025-03-10,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-03,8693.6,165903,8120,312,821,40085.75,170
2025-03-10,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-03,21342.6,1661032,18364,436,1062,52652.25,288
2025-03-10,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-03,11984.3,874618,10016,212,520,27212.97,124
2025-03-10,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-03,7129.97,535745,6890,132,355,16245.73,67
2025-03-10,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-03,10787.48,2104365,8039,88,229,9899.79,59
2025-03-10,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-03,6467.22,1228668,4933,49,123,5931.59,27
2025-03-10,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-03,4369.54,929004,4086,40,112,4286.17,21
2025-03-10,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-03,14494.93,723189,6156,111,266,13903.93,73
2025-03-10,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-03,8281.85,384060,3638,55,145,7385.41,26
2025-03-10,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-03,5571.26,289566,3016,47,137,5369.1,25
2025-03-10,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-03,10753.66,163100,5108,282,699,42067.37,165
2025-03-10,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-03,7091.88,105240,3590,185,497,26025,90
2025-03-10,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-03,5011.35,61098,2049,116,311,15359.62,65
2025-03-10,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-03,8764.33,205075,8047,364,926,47897.76,195
2025-03-10,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-03,5727.62,123991,5264,238,646,29794.68,121
2025-03-10,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-03,4069.79,69459,3068,153,435,17226.19,88
2025-03-10,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-03,6613.12,217753,4672,143,373,17676.7,73
2025-03-10,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-03,4867.49,131487,3088,100,280,11528.48,54
2025-03-10,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-03,3438.62,78410,1601,58,147,6661.93,36
2025-03-17,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-03,22232.26,410384,20811,801,2183,100269.08,408
2025-03-17,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-03,16416.54,334442,18435,788,2276,90255.52,455
2025-03-17,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-03,11446.8,223337,10768,502,1313,59954.19,324
2025-03-17,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-03,18156.67,1515852,20062,400,1113,44671.19,213
2025-03-17,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-03,13327.14,1094991,13381,292,772,33025.37,173
2025-03-17,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-03,8751.17,672200,7164,165,384,20118.26,108
2025-03-17,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-03,11111.64,2198085,10079,106,295,11669.04,58
2025-03-17,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-03,8079.42,1650458,6964,78,217,8300.69,48
2025-03-17,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-03,5016.45,962186,3748,44,106,5001.71,30
2025-03-17,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-03,14027.15,790547,8076,135,356,14883.46,78
2025-03-17,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-03,10254.05,537352,4505,83,197,9863.54,54
2025-03-17,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-03,5983.22,294182,2551,40,99,5058.78,24
2025-03-17,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-03,12711.86,141077,4913,294,829,38492.42,175
2025-03-17,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-03,8713.06,102075,3250,216,546,30457.56,142
2025-03-17,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-03,5032.42,71578,2288,129,326,19517.05,78
2025-03-17,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-03,10311.72,176406,6746,352,894,40586.26,218
2025-03-17,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-03,6654.51,128902,4664,237,564,29458.92,145
2025-03-17,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-03,3605.81,89953,3576,157,402,20898.55,79
2025-03-17,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-03,8703.03,198896,4221,158,426,18677.88,101
2025-03-17,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-03,5229.59,145129,2905,99,242,12614.29,61
2025-03-17,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-03,2885.89,95561,2092,66,172,8626.85,36
2025-03-24,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-03,27512.61,524626,22120,1035,2435,127101.9,677
2025-03-24,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-03,15366.73,275042,12733,515,1290,67102.5,289
2025-03-24,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-03,9797.26,188931,9784,386,1060,46099.81,204
2025-03-24,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-03,19498.98,1462755,16178,347,867,43399.34,217
2025-03-24,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-03,11130.81,856281,10548,201,522,25626.65,108
2025-03-24,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-03,7994.09,677083,9116,184,518,20983.75,102
2025-03-24,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-03,11914.94,2235025,8522,96,231,11197.39,53
2025-03-24,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-03,6869.34,1259845,5376,51,135,6064.74,25
2025-03-24,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-03,4888.4,1003167,4654,49,141,5101.92,27
2025-03-24,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-03,12508.4,626206,5703,87,221,11367.03,51
2025-03-24,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-03,8772.3,491922,4914,75,208,8676.95,39
2025-03-24,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-03,6167.61,344569,3156,53,141,5933.56,30
2025-03-24,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-03,11393.67,180262,5976,313,812,48723.8,158
2025-03-24,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-03,7954.96,103596,3709,204,564,28818.35,108
2025-03-24,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-03,5585.15,61381,2154,132,360,17562.12,80
2025-03-24,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-03,8759.22,202713,8318,360,955,43307.56,184
2025-03-24,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-03,6427.42,121943,5195,251,677,28371.34,139
2025-03-24,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-03,4527.64,77554,2847,152,372,17847.6,96
2025-03-24,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-03,7368.99,226048,5100,160,430,20754.82,80
2025-03-24,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-03,5437.51,123647,3068,108,310,12495,63
2025-03-24,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-03,3789.42,86665,1875,71,187,8528.48,47
2025-03-31,Paid Search,North America,Search,Paid,Americas,2025,2025-Q1,2025-03,24913.34,528024,28102,1151,3231,126927.29,633
2025-03-31,Paid Search,EMEA,Search,Paid,International,2025,2025-Q1,2025-03,18232.64,367024,16964,762,1949,87982.99,468
2025-03-31,Paid Search,APAC,Search,Paid,International,2025,2025-Q1,2025-03,11251.05,211522,8973,401,951,49566.3,254
2025-03-31,Paid Social,North America,Social,Paid,Americas,2025,2025-Q1,2025-03,20251.88,1609236,22369,474,1361,55492.81,272
2025-03-31,Paid Social,EMEA,Social,Paid,International,2025,2025-Q1,2025-03,14659.49,1152958,13984,322,872,38156.49,205
2025-03-31,Paid Social,APAC,Social,Paid,International,2025,2025-Q1,2025-03,8563.04,632949,7096,162,393,20404.3,110
2025-03-31,Display,North America,Display,Paid,Americas,2025,2025-Q1,2025-03,12368.74,2611606,11242,121,314,12493.22,72
2025-03-31,Display,EMEA,Display,Paid,International,2025,2025-Q1,2025-03,8943.83,1760755,6198,70,161,7799.53,44
2025-03-31,Display,APAC,Display,Paid,International,2025,2025-Q1,2025-03,4562.05,840960,3269,32,80,3794.58,18
2025-03-31,Video,North America,Video,Paid,Americas,2025,2025-Q1,2025-03,15622.26,841305,8055,140,388,16060.41,86
2025-03-31,Video,EMEA,Video,Paid,International,2025,2025-Q1,2025-03,10056.23,508269,4491,82,205,10069.45,56
2025-03-31,Video,APAC,Video,Paid,International,2025,2025-Q1,2025-03,5782.51,284960,2643,41,106,5382.85,24
2025-03-31,Email,North America,CRM,Owned,Americas,2025,2025-Q1,2025-03,14100.36,155312,4700,299,734,40843.14,191
2025-03-31,Email,EMEA,CRM,Owned,International,2025,2025-Q1,2025-03,8450.21,112987,3458,200,483,29321.01,118
2025-03-31,Email,APAC,CRM,Owned,International,2025,2025-Q1,2025-03,4668.28,74680,2513,127,335,19211.52,60
2025-03-31,Organic Search,North America,Search,Earned,Americas,2025,2025-Q1,2025-03,10754.62,196006,7498,416,1088,50177.37,273
2025-03-31,Organic Search,EMEA,Search,Earned,International,2025,2025-Q1,2025-03,6435.04,142691,5483,259,646,33353.31,155
2025-03-31,Organic Search,APAC,Search,Earned,International,2025,2025-Q1,2025-03,3810.69,88780,3715,163,437,20830.39,87
2025-03-31,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q1,2025-03,9023.78,221002,4229,157,374,19395.68,101
2025-03-31,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q1,2025-03,5085.05,160095,3370,107,271,14100,53
2025-03-31,Affiliate,APAC,Partner,Paid,International,2025,2025-Q1,2025-03,3242.19,87804,2016,63,175,7534.76,33
2025-04-07,Paid Search,North America,Search,Paid,Americas,2025,2025-Q2,2025-04,24890.23,458718,20493,842,2065,106341.05,507
2025-04-07,Paid Search,EMEA,Search,Paid,International,2025,2025-Q2,2025-04,15267.59,302609,15038,560,1491,69013.46,289
2025-04-07,Paid Search,APAC,Search,Paid,International,2025,2025-Q2,2025-04,10928.2,228656,11689,487,1332,54606.45,275
2025-04-07,Paid Social,North America,Social,Paid,Americas,2025,2025-Q2,2025-04,20249.38,1463594,17036,366,911,47182.91,196
2025-04-07,Paid Social,EMEA,Social,Paid,International,2025,2025-Q2,2025-04,12483.74,924652,12037,236,640,29424.15,122
2025-04-07,Paid Social,APAC,Social,Paid,International,2025,2025-Q2,2025-04,8876.85,723689,10173,221,606,24847.89,129
2025-04-07,Display,North America,Display,Paid,Americas,2025,2025-Q2,2025-04,10273.58,2030468,8322,78,201,9088.03,41
2025-04-07,Display,EMEA,Display,Paid,International,2025,2025-Q2,2025-04,7664.15,1624205,7290,73,203,7569.85,40
2025-04-07,Display,APAC,Display,Paid,International,2025,2025-Q2,2025-04,5362.59,1123451,4328,48,124,5038.96,28
2025-04-07,Video,North America,Video,Paid,Americas,2025,2025-Q2,2025-04,13213.56,638467,6188,91,241,11687.2,43
2025-04-07,Video,EMEA,Video,Paid,International,2025,2025-Q2,2025-04,9765.34,528409,5571,91,257,10499.14,50
2025-04-07,Video,APAC,Video,Paid,International,2025,2025-Q2,2025-04,6839.14,365205,3529,64,168,7461.93,39
2025-04-07,Email,North America,CRM,Owned,Americas,2025,2025-Q2,2025-04,12001.89,167239,5776,304,820,41285.96,154
2025-04-07,Email,EMEA,CRM,Owned,International,2025,2025-Q2,2025-04,8761.58,101380,3437,201,534,25879.74,114
2025-04-07,Email,APAC,CRM,Owned,International,2025,2025-Q2,2025-04,6169.06,68033,2002,131,311,18226.89,85
2025-04-07,Organic Search,North America,Search,Earned,Americas,2025,2025-Q2,2025-04,9777.09,210712,9088,417,1149,52798.69,219
2025-04-07,Organic Search,EMEA,Search,Earned,International,2025,2025-Q2,2025-04,7127.28,121764,5455,279,792,31801.71,167
2025-04-07,Organic Search,APAC,Search,Earned,International,2025,2025-Q2,2025-04,4707.83,85800,3317,185,475,22668.91,125
2025-04-07,Affiliate,North America,Partner,Paid,Americas,2025,2025-Q2,2025-04,8228.78,208228,4958,164,438,18382.87,89
2025-04-07,Affiliate,EMEA,Partner,Paid,International,2025,2025-Q2,2025-04,6018.46,137369,2665,98,237,11417.86,61
2025-04-07,Affiliate,APAC,Partner,Paid,International,2025,2025-Q2,2025-04,3714.28,95936,1857,61,147,7596.62,34
2025-04-14,Paid Search,North America,Search,Paid,Americas,2025,2025-Q2,2025-04,27559.17,555663,29332,1270,3691,147020.93,746
2025-04-14,Paid Search,EMEA,Search,Paid,International,2025,2025-Q2,2025-04,18890.45,365689,17830,838,2234,100762.83,548
2025-04-14,Paid Search,APAC,Search,Paid,International,2025,2025-Q2,2025-04,10902.53,198033,8960,394,982,50523.03,257
