Month,Source,Segment,Stage,Source Type,Stage Order,Year,Quarter,Month Label,Cycle Days,Records,Pipeline Value,Won Value,Visitors,Leads,MQLs,SQLs,Opportunities,Customers,Cycle Pool
2025-01-01,Paid Search,SMB,Customer,Paid,6,2025,2025-Q1,2025-01,20.61,118,359228,359228,0,0,0,0,0,118,2431.98
2025-01-01,Paid Social,Enterprise,Visitors,Paid,1,2025,2025-Q1,2025-01,0,13716,0,0,13716,0,0,0,0,0,0
2025-01-01,Paid Social,Enterprise,Leads,Paid,2,2025,2025-Q1,2025-01,0,1018,0,0,0,1018,0,0,0,0,0
2025-01-01,Paid Social,Enterprise,MQL,Paid,3,2025,2025-Q1,2025-01,0,439,0,0,0,0,439,0,0,0,0
2025-01-01,Paid Social,Enterprise,SQL,Paid,4,2025,2025-Q1,2025-01,85.06,234,0,0,0,0,0,234,0,0,0
2025-01-01,Paid Social,Enterprise,Opportunity,Paid,5,2025,2025-Q1,2025-01,85.06,149,4239109,0,0,0,0,0,149,0,0
2025-01-01,Paid Social,Enterprise,Customer,Paid,6,2025,2025-Q1,2025-01,85.06,65,1843466,1843466,0,0,0,0,0,65,5528.9
2025-01-01,Paid Social,Mid-Market,Visitors,Paid,1,2025,2025-Q1,2025-01,0,21322,0,0,21322,0,0,0,0,0,0
2025-01-01,Paid Social,Mid-Market,Leads,Paid,2,2025,2025-Q1,2025-01,0,1563,0,0,0,1563,0,0,0,0,0
2025-01-01,Paid Social,Mid-Market,MQL,Paid,3,2025,2025-Q1,2025-01,0,660,0,0,0,0,660,0,0,0,0
2025-01-01,Paid Social,Mid-Market,SQL,Paid,4,2025,2025-Q1,2025-01,45.34,354,0,0,0,0,0,354,0,0,0
2025-01-01,Paid Social,Mid-Market,Opportunity,Paid,5,2025,2025-Q1,2025-01,45.34,218,2070750,0,0,0,0,0,218,0,0
2025-01-01,Paid Social,Mid-Market,Customer,Paid,6,2025,2025-Q1,2025-01,45.34,74,704266,704266,0,0,0,0,0,74,3355.16
2025-01-01,Paid Social,SMB,Visitors,Paid,1,2025,2025-Q1,2025-01,0,27329,0,0,27329,0,0,0,0,0,0
2025-01-01,Paid Social,SMB,Leads,Paid,2,2025,2025-Q1,2025-01,0,2041,0,0,0,2041,0,0,0,0,0
2025-01-01,Paid Social,SMB,MQL,Paid,3,2025,2025-Q1,2025-01,0,849,0,0,0,0,849,0,0,0,0
2025-01-01,Paid Social,SMB,SQL,Paid,4,2025,2025-Q1,2025-01,21.49,472,0,0,0,0,0,472,0,0,0
2025-01-01,Paid Social,SMB,Opportunity,Paid,5,2025,2025-Q1,2025-01,21.49,287,908530,0,0,0,0,0,287,0,0
2025-01-01,Paid Social,SMB,Customer,Paid,6,2025,2025-Q1,2025-01,21.49,94,296977,296977,0,0,0,0,0,94,2020.06
2025-01-01,Organic Search,Enterprise,Visitors,Inbound,1,2025,2025-Q1,2025-01,0,17683,0,0,17683,0,0,0,0,0,0
2025-01-01,Organic Search,Enterprise,Leads,Inbound,2,2025,2025-Q1,2025-01,0,2025,0,0,0,2025,0,0,0,0,0
2025-01-01,Organic Search,Enterprise,MQL,Inbound,3,2025,2025-Q1,2025-01,0,842,0,0,0,0,842,0,0,0,0
2025-01-01,Organic Search,Enterprise,SQL,Inbound,4,2025,2025-Q1,2025-01,92.78,452,0,0,0,0,0,452,0,0,0
2025-01-01,Organic Search,Enterprise,Opportunity,Inbound,5,2025,2025-Q1,2025-01,92.78,287,8315475,0,0,0,0,0,287,0,0
2025-01-01,Organic Search,Enterprise,Customer,Inbound,6,2025,2025-Q1,2025-01,92.78,124,3587661,3587661,0,0,0,0,0,124,11504.72
2025-01-01,Organic Search,Mid-Market,Visitors,Inbound,1,2025,2025-Q1,2025-01,0,26886,0,0,26886,0,0,0,0,0,0
2025-01-01,Organic Search,Mid-Market,Leads,Inbound,2,2025,2025-Q1,2025-01,0,3072,0,0,0,3072,0,0,0,0,0
2025-01-01,Organic Search,Mid-Market,MQL,Inbound,3,2025,2025-Q1,2025-01,0,1237,0,0,0,0,1237,0,0,0,0
2025-01-01,Organic Search,Mid-Market,SQL,Inbound,4,2025,2025-Q1,2025-01,45.78,693,0,0,0,0,0,693,0,0,0
2025-01-01,Organic Search,Mid-Market,Opportunity,Inbound,5,2025,2025-Q1,2025-01,45.78,433,3933656,0,0,0,0,0,433,0,0
2025-01-01,Organic Search,Mid-Market,Customer,Inbound,6,2025,2025-Q1,2025-01,45.78,157,1425835,1425835,0,0,0,0,0,157,7187.46
2025-01-01,Organic Search,SMB,Visitors,Inbound,1,2025,2025-Q1,2025-01,0,35464,0,0,35464,0,0,0,0,0,0
2025-01-01,Organic Search,SMB,Leads,Inbound,2,2025,2025-Q1,2025-01,0,4096,0,0,0,4096,0,0,0,0,0
2025-01-01,Organic Search,SMB,MQL,Inbound,3,2025,2025-Q1,2025-01,0,1668,0,0,0,0,1668,0,0,0,0
2025-01-01,Organic Search,SMB,SQL,Inbound,4,2025,2025-Q1,2025-01,20.06,956,0,0,0,0,0,956,0,0,0
2025-01-01,Organic Search,SMB,Opportunity,Inbound,5,2025,2025-Q1,2025-01,20.06,590,1858794,0,0,0,0,0,590,0,0
2025-01-01,Organic Search,SMB,Customer,Inbound,6,2025,2025-Q1,2025-01,20.06,200,629295,629295,0,0,0,0,0,200,4012.0
2025-01-01,Email,Enterprise,Visitors,Nurture,1,2025,2025-Q1,2025-01,0,5476,0,0,5476,0,0,0,0,0,0
2025-01-01,Email,Enterprise,Leads,Nurture,2,2025,2025-Q1,2025-01,0,732,0,0,0,732,0,0,0,0,0
2025-01-01,Email,Enterprise,MQL,Nurture,3,2025,2025-Q1,2025-01,0,306,0,0,0,0,306,0,0,0,0
2025-01-01,Email,Enterprise,SQL,Nurture,4,2025,2025-Q1,2025-01,86.76,171,0,0,0,0,0,171,0,0,0
2025-01-01,Email,Enterprise,Opportunity,Nurture,5,2025,2025-Q1,2025-01,86.76,108,3198763,0,0,0,0,0,108,0,0
2025-01-01,Email,Enterprise,Customer,Nurture,6,2025,2025-Q1,2025-01,86.76,47,1392319,1392319,0,0,0,0,0,47,4077.72
2025-01-01,Email,Mid-Market,Visitors,Nurture,1,2025,2025-Q1,2025-01,0,8329,0,0,8329,0,0,0,0,0,0
2025-01-01,Email,Mid-Market,Leads,Nurture,2,2025,2025-Q1,2025-01,0,1108,0,0,0,1108,0,0,0,0,0
2025-01-01,Email,Mid-Market,MQL,Nurture,3,2025,2025-Q1,2025-01,0,456,0,0,0,0,456,0,0,0,0
2025-01-01,Email,Mid-Market,SQL,Nurture,4,2025,2025-Q1,2025-01,47.09,249,0,0,0,0,0,249,0,0,0
2025-01-01,Email,Mid-Market,Opportunity,Nurture,5,2025,2025-Q1,2025-01,47.09,152,1444571,0,0,0,0,0,152,0,0
2025-01-01,Email,Mid-Market,Customer,Nurture,6,2025,2025-Q1,2025-01,47.09,55,516379,516379,0,0,0,0,0,55,2589.95
2025-01-01,Email,SMB,Visitors,Nurture,1,2025,2025-Q1,2025-01,0,10344,0,0,10344,0,0,0,0,0,0
2025-01-01,Email,SMB,Leads,Nurture,2,2025,2025-Q1,2025-01,0,1358,0,0,0,1358,0,0,0,0,0
2025-01-01,Email,SMB,MQL,Nurture,3,2025,2025-Q1,2025-01,0,574,0,0,0,0,574,0,0,0,0
2025-01-01,Email,SMB,SQL,Nurture,4,2025,2025-Q1,2025-01,21.28,309,0,0,0,0,0,309,0,0,0
2025-01-01,Email,SMB,Opportunity,Nurture,5,2025,2025-Q1,2025-01,21.28,192,588736,0,0,0,0,0,192,0,0
2025-01-01,Email,SMB,Customer,Nurture,6,2025,2025-Q1,2025-01,21.28,62,189668,189668,0,0,0,0,0,62,1319.36
2025-01-01,Webinar,Enterprise,Visitors,Nurture,1,2025,2025-Q1,2025-01,0,2104,0,0,2104,0,0,0,0,0,0
2025-01-01,Webinar,Enterprise,Leads,Nurture,2,2025,2025-Q1,2025-01,0,319,0,0,0,319,0,0,0,0,0
2025-01-01,Webinar,Enterprise,MQL,Nurture,3,2025,2025-Q1,2025-01,0,134,0,0,0,0,134,0,0,0,0
2025-01-01,Webinar,Enterprise,SQL,Nurture,4,2025,2025-Q1,2025-01,86.2,75,0,0,0,0,0,75,0,0,0
2025-01-01,Webinar,Enterprise,Opportunity,Nurture,5,2025,2025-Q1,2025-01,86.2,49,1352943,0,0,0,0,0,49,0,0
2025-01-01,Webinar,Enterprise,Customer,Nurture,6,2025,2025-Q1,2025-01,86.2,23,624312,624312,0,0,0,0,0,23,1982.6
2025-01-01,Webinar,Mid-Market,Visitors,Nurture,1,2025,2025-Q1,2025-01,0,3376,0,0,3376,0,0,0,0,0,0
2025-01-01,Webinar,Mid-Market,Leads,Nurture,2,2025,2025-Q1,2025-01,0,508,0,0,0,508,0,0,0,0,0
2025-01-01,Webinar,Mid-Market,MQL,Nurture,3,2025,2025-Q1,2025-01,0,219,0,0,0,0,219,0,0,0,0
2025-01-01,Webinar,Mid-Market,SQL,Nurture,4,2025,2025-Q1,2025-01,44.69,122,0,0,0,0,0,122,0,0,0
2025-01-01,Webinar,Mid-Market,Opportunity,Nurture,5,2025,2025-Q1,2025-01,44.69,73,675933,0,0,0,0,0,73,0,0
2025-01-01,Webinar,Mid-Market,Customer,Nurture,6,2025,2025-Q1,2025-01,44.69,27,251318,251318,0,0,0,0,0,27,1206.63
2025-01-01,Webinar,SMB,Visitors,Nurture,1,2025,2025-Q1,2025-01,0,4568,0,0,4568,0,0,0,0,0,0
2025-01-01,Webinar,SMB,Leads,Nurture,2,2025,2025-Q1,2025-01,0,685,0,0,0,685,0,0,0,0,0
2025-01-01,Webinar,SMB,MQL,Nurture,3,2025,2025-Q1,2025-01,0,299,0,0,0,0,299,0,0,0,0
2025-01-01,Webinar,SMB,SQL,Nurture,4,2025,2025-Q1,2025-01,20.75,167,0,0,0,0,0,167,0,0,0
2025-01-01,Webinar,SMB,Opportunity,Nurture,5,2025,2025-Q1,2025-01,20.75,106,346960,0,0,0,0,0,106,0,0
2025-01-01,Webinar,SMB,Customer,Nurture,6,2025,2025-Q1,2025-01,20.75,36,118547,118547,0,0,0,0,0,36,747.0
2025-01-01,Partner,Enterprise,Visitors,Partner,1,2025,2025-Q1,2025-01,0,3787,0,0,3787,0,0,0,0,0,0
2025-01-01,Partner,Enterprise,Leads,Partner,2,2025,2025-Q1,2025-01,0,384,0,0,0,384,0,0,0,0,0
2025-01-01,Partner,Enterprise,MQL,Partner,3,2025,2025-Q1,2025-01,0,163,0,0,0,0,163,0,0,0,0
2025-01-01,Partner,Enterprise,SQL,Partner,4,2025,2025-Q1,2025-01,90.12,90,0,0,0,0,0,90,0,0,0
2025-01-01,Partner,Enterprise,Opportunity,Partner,5,2025,2025-Q1,2025-01,90.12,57,1671388,0,0,0,0,0,57,0,0
2025-01-01,Partner,Enterprise,Customer,Partner,6,2025,2025-Q1,2025-01,90.12,24,698935,698935,0,0,0,0,0,24,2162.88
2025-01-01,Partner,Mid-Market,Visitors,Partner,1,2025,2025-Q1,2025-01,0,5550,0,0,5550,0,0,0,0,0,0
2025-01-01,Partner,Mid-Market,Leads,Partner,2,2025,2025-Q1,2025-01,0,557,0,0,0,557,0,0,0,0,0
2025-01-01,Partner,Mid-Market,MQL,Partner,3,2025,2025-Q1,2025-01,0,241,0,0,0,0,241,0,0,0,0
2025-01-01,Partner,Mid-Market,SQL,Partner,4,2025,2025-Q1,2025-01,47.12,129,0,0,0,0,0,129,0,0,0
2025-01-01,Partner,Mid-Market,Opportunity,Partner,5,2025,2025-Q1,2025-01,47.12,79,720251,0,0,0,0,0,79,0,0
2025-01-01,Partner,Mid-Market,Customer,Partner,6,2025,2025-Q1,2025-01,47.12,28,256807,256807,0,0,0,0,0,28,1319.36
2025-01-01,Partner,SMB,Visitors,Partner,1,2025,2025-Q1,2025-01,0,7296,0,0,7296,0,0,0,0,0,0
2025-01-01,Partner,SMB,Leads,Partner,2,2025,2025-Q1,2025-01,0,746,0,0,0,746,0,0,0,0,0
2025-01-01,Partner,SMB,MQL,Partner,3,2025,2025-Q1,2025-01,0,312,0,0,0,0,312,0,0,0,0
2025-01-01,Partner,SMB,SQL,Partner,4,2025,2025-Q1,2025-01,21.01,170,0,0,0,0,0,170,0,0,0
2025-01-01,Partner,SMB,Opportunity,Partner,5,2025,2025-Q1,2025-01,21.01,104,320732,0,0,0,0,0,104,0,0
2025-01-01,Partner,SMB,Customer,Partner,6,2025,2025-Q1,2025-01,21.01,33,102014,102014,0,0,0,0,0,33,693.33
2025-01-01,Direct,Enterprise,Visitors,Inbound,1,2025,2025-Q1,2025-01,0,8458,0,0,8458,0,0,0,0,0,0
2025-01-01,Direct,Enterprise,Leads,Inbound,2,2025,2025-Q1,2025-01,0,755,0,0,0,755,0,0,0,0,0
2025-01-01,Direct,Enterprise,MQL,Inbound,3,2025,2025-Q1,2025-01,0,321,0,0,0,0,321,0,0,0,0
2025-01-01,Direct,Enterprise,SQL,Inbound,4,2025,2025-Q1,2025-01,86.49,172,0,0,0,0,0,172,0,0,0
2025-01-01,Direct,Enterprise,Opportunity,Inbound,5,2025,2025-Q1,2025-01,86.49,108,3136563,0,0,0,0,0,108,0,0
2025-01-01,Direct,Enterprise,Customer,Inbound,6,2025,2025-Q1,2025-01,86.49,49,1420302,1420302,0,0,0,0,0,49,4238.01
2025-01-01,Direct,Mid-Market,Visitors,Inbound,1,2025,2025-Q1,2025-01,0,13710,0,0,13710,0,0,0,0,0,0
2025-01-01,Direct,Mid-Market,Leads,Inbound,2,2025,2025-Q1,2025-01,0,1242,0,0,0,1242,0,0,0,0,0
2025-01-01,Direct,Mid-Market,MQL,Inbound,3,2025,2025-Q1,2025-01,0,517,0,0,0,0,517,0,0,0,0
2025-01-01,Direct,Mid-Market,SQL,Inbound,4,2025,2025-Q1,2025-01,45.46,284,0,0,0,0,0,284,0,0,0
2025-01-01,Direct,Mid-Market,Opportunity,Inbound,5,2025,2025-Q1,2025-01,45.46,178,1716268,0,0,0,0,0,178,0,0
2025-01-01,Direct,Mid-Market,Customer,Inbound,6,2025,2025-Q1,2025-01,45.46,65,627051,627051,0,0,0,0,0,65,2954.9
2025-01-01,Direct,SMB,Visitors,Inbound,1,2025,2025-Q1,2025-01,0,16703,0,0,16703,0,0,0,0,0,0
2025-01-01,Direct,SMB,Leads,Inbound,2,2025,2025-Q1,2025-01,0,1526,0,0,0,1526,0,0,0,0,0
2025-01-01,Direct,SMB,MQL,Inbound,3,2025,2025-Q1,2025-01,0,616,0,0,0,0,616,0,0,0,0
2025-01-01,Direct,SMB,SQL,Inbound,4,2025,2025-Q1,2025-01,21.26,351,0,0,0,0,0,351,0,0,0
2025-01-01,Direct,SMB,Opportunity,Inbound,5,2025,2025-Q1,2025-01,21.26,219,676582,0,0,0,0,0,219,0,0
2025-01-01,Direct,SMB,Customer,Inbound,6,2025,2025-Q1,2025-01,21.26,74,228146,228146,0,0,0,0,0,74,1573.24
2025-02-01,Paid Search,Enterprise,Visitors,Paid,1,2025,2025-Q1,2025-02,0,10710,0,0,10710,0,0,0,0,0,0
2025-02-01,Paid Search,Enterprise,Leads,Paid,2,2025,2025-Q1,2025-02,0,1173,0,0,0,1173,0,0,0,0,0
2025-02-01,Paid Search,Enterprise,MQL,Paid,3,2025,2025-Q1,2025-02,0,498,0,0,0,0,498,0,0,0,0
2025-02-01,Paid Search,Enterprise,SQL,Paid,4,2025,2025-Q1,2025-02,87.68,275,0,0,0,0,0,275,0,0,0
2025-02-01,Paid Search,Enterprise,Opportunity,Paid,5,2025,2025-Q1,2025-02,87.68,172,4784323,0,0,0,0,0,172,0,0
2025-02-01,Paid Search,Enterprise,Customer,Paid,6,2025,2025-Q1,2025-02,87.68,76,2110685,2110685,0,0,0,0,0,76,6663.68
2025-02-01,Paid Search,Mid-Market,Visitors,Paid,1,2025,2025-Q1,2025-02,0,16950,0,0,16950,0,0,0,0,0,0
2025-02-01,Paid Search,Mid-Market,Leads,Paid,2,2025,2025-Q1,2025-02,0,1903,0,0,0,1903,0,0,0,0,0
2025-02-01,Paid Search,Mid-Market,MQL,Paid,3,2025,2025-Q1,2025-02,0,796,0,0,0,0,796,0,0,0,0
2025-02-01,Paid Search,Mid-Market,SQL,Paid,4,2025,2025-Q1,2025-02,44.1,453,0,0,0,0,0,453,0,0,0
2025-02-01,Paid Search,Mid-Market,Opportunity,Paid,5,2025,2025-Q1,2025-02,44.1,274,2545750,0,0,0,0,0,274,0,0
2025-02-01,Paid Search,Mid-Market,Customer,Paid,6,2025,2025-Q1,2025-02,44.1,101,935603,935603,0,0,0,0,0,101,4454.1
2025-02-01,Paid Search,SMB,Visitors,Paid,1,2025,2025-Q1,2025-02,0,22289,0,0,22289,0,0,0,0,0,0
2025-02-01,Paid Search,SMB,Leads,Paid,2,2025,2025-Q1,2025-02,0,2440,0,0,0,2440,0,0,0,0,0
2025-02-01,Paid Search,SMB,MQL,Paid,3,2025,2025-Q1,2025-02,0,1024,0,0,0,0,1024,0,0,0,0
2025-02-01,Paid Search,SMB,SQL,Paid,4,2025,2025-Q1,2025-02,21.03,570,0,0,0,0,0,570,0,0,0
2025-02-01,Paid Search,SMB,Opportunity,Paid,5,2025,2025-Q1,2025-02,21.03,351,1118034,0,0,0,0,0,351,0,0
2025-02-01,Paid Search,SMB,Customer,Paid,6,2025,2025-Q1,2025-02,21.03,115,366432,366432,0,0,0,0,0,115,2418.45
2025-02-01,Paid Social,Enterprise,Visitors,Paid,1,2025,2025-Q1,2025-02,0,13555,0,0,13555,0,0,0,0,0,0
2025-02-01,Paid Social,Enterprise,Leads,Paid,2,2025,2025-Q1,2025-02,0,1010,0,0,0,1010,0,0,0,0,0
2025-02-01,Paid Social,Enterprise,MQL,Paid,3,2025,2025-Q1,2025-02,0,412,0,0,0,0,412,0,0,0,0
2025-02-01,Paid Social,Enterprise,SQL,Paid,4,2025,2025-Q1,2025-02,87.61,225,0,0,0,0,0,225,0,0,0
2025-02-01,Paid Social,Enterprise,Opportunity,Paid,5,2025,2025-Q1,2025-02,87.61,136,3978756,0,0,0,0,0,136,0,0
2025-02-01,Paid Social,Enterprise,Customer,Paid,6,2025,2025-Q1,2025-02,87.61,60,1759201,1759201,0,0,0,0,0,60,5256.6
2025-02-01,Paid Social,Mid-Market,Visitors,Paid,1,2025,2025-Q1,2025-02,0,19534,0,0,19534,0,0,0,0,0,0
2025-02-01,Paid Social,Mid-Market,Leads,Paid,2,2025,2025-Q1,2025-02,0,1425,0,0,0,1425,0,0,0,0,0
2025-02-01,Paid Social,Mid-Market,MQL,Paid,3,2025,2025-Q1,2025-02,0,603,0,0,0,0,603,0,0,0,0
2025-02-01,Paid Social,Mid-Market,SQL,Paid,4,2025,2025-Q1,2025-02,47.08,321,0,0,0,0,0,321,0,0,0
2025-02-01,Paid Social,Mid-Market,Opportunity,Paid,5,2025,2025-Q1,2025-02,47.08,198,1781037,0,0,0,0,0,198,0,0
2025-02-01,Paid Social,Mid-Market,Customer,Paid,6,2025,2025-Q1,2025-02,47.08,72,650225,650225,0,0,0,0,0,72,3389.76
2025-02-01,Paid Social,SMB,Visitors,Paid,1,2025,2025-Q1,2025-02,0,25602,0,0,25602,0,0,0,0,0,0
2025-02-01,Paid Social,SMB,Leads,Paid,2,2025,2025-Q1,2025-02,0,1845,0,0,0,1845,0,0,0,0,0
2025-02-01,Paid Social,SMB,MQL,Paid,3,2025,2025-Q1,2025-02,0,775,0,0,0,0,775,0,0,0,0
2025-02-01,Paid Social,SMB,SQL,Paid,4,2025,2025-Q1,2025-02,21.33,404,0,0,0,0,0,404,0,0,0
2025-02-01,Paid Social,SMB,Opportunity,Paid,5,2025,2025-Q1,2025-02,21.33,254,788857,0,0,0,0,0,254,0,0
2025-02-01,Paid Social,SMB,Customer,Paid,6,2025,2025-Q1,2025-02,21.33,85,264598,264598,0,0,0,0,0,85,1813.05
2025-02-01,Organic Search,Enterprise,Visitors,Inbound,1,2025,2025-Q1,2025-02,0,17210,0,0,17210,0,0,0,0,0,0
2025-02-01,Organic Search,Enterprise,Leads,Inbound,2,2025,2025-Q1,2025-02,0,2005,0,0,0,2005,0,0,0,0,0
2025-02-01,Organic Search,Enterprise,MQL,Inbound,3,2025,2025-Q1,2025-02,0,850,0,0,0,0,850,0,0,0,0
2025-02-01,Organic Search,Enterprise,SQL,Inbound,4,2025,2025-Q1,2025-02,85.97,477,0,0,0,0,0,477,0,0,0
2025-02-01,Organic Search,Enterprise,Opportunity,Inbound,5,2025,2025-Q1,2025-02,85.97,291,8427549,0,0,0,0,0,291,0,0
2025-02-01,Organic Search,Enterprise,Customer,Inbound,6,2025,2025-Q1,2025-02,85.97,132,3842198,3842198,0,0,0,0,0,132,11348.04
2025-02-01,Organic Search,Mid-Market,Visitors,Inbound,1,2025,2025-Q1,2025-02,0,26745,0,0,26745,0,0,0,0,0,0
2025-02-01,Organic Search,Mid-Market,Leads,Inbound,2,2025,2025-Q1,2025-02,0,3120,0,0,0,3120,0,0,0,0,0
2025-02-01,Organic Search,Mid-Market,MQL,Inbound,3,2025,2025-Q1,2025-02,0,1363,0,0,0,0,1363,0,0,0,0
2025-02-01,Organic Search,Mid-Market,SQL,Inbound,4,2025,2025-Q1,2025-02,45.26,746,0,0,0,0,0,746,0,0,0
2025-02-01,Organic Search,Mid-Market,Opportunity,Inbound,5,2025,2025-Q1,2025-02,45.26,474,4522616,0,0,0,0,0,474,0,0
2025-02-01,Organic Search,Mid-Market,Customer,Inbound,6,2025,2025-Q1,2025-02,45.26,170,1626604,1626604,0,0,0,0,0,170,7694.2
2025-02-01,Organic Search,SMB,Visitors,Inbound,1,2025,2025-Q1,2025-02,0,33766,0,0,33766,0,0,0,0,0,0
2025-02-01,Organic Search,SMB,Leads,Inbound,2,2025,2025-Q1,2025-02,0,3899,0,0,0,3899,0,0,0,0,0
2025-02-01,Organic Search,SMB,MQL,Inbound,3,2025,2025-Q1,2025-02,0,1679,0,0,0,0,1679,0,0,0,0
2025-02-01,Organic Search,SMB,SQL,Inbound,4,2025,2025-Q1,2025-02,21.31,911,0,0,0,0,0,911,0,0,0
2025-02-01,Organic Search,SMB,Opportunity,Inbound,5,2025,2025-Q1,2025-02,21.31,561,1760130,0,0,0,0,0,561,0,0
2025-02-01,Organic Search,SMB,Customer,Inbound,6,2025,2025-Q1,2025-02,21.31,185,582969,582969,0,0,0,0,0,185,3942.35
2025-02-01,Email,Enterprise,Visitors,Nurture,1,2025,2025-Q1,2025-02,0,4917,0,0,4917,0,0,0,0,0,0
2025-02-01,Email,Enterprise,Leads,Nurture,2,2025,2025-Q1,2025-02,0,630,0,0,0,630,0,0,0,0,0
2025-02-01,Email,Enterprise,MQL,Nurture,3,2025,2025-Q1,2025-02,0,265,0,0,0,0,265,0,0,0,0
2025-02-01,Email,Enterprise,SQL,Nurture,4,2025,2025-Q1,2025-02,89.84,141,0,0,0,0,0,141,0,0,0
2025-02-01,Email,Enterprise,Opportunity,Nurture,5,2025,2025-Q1,2025-02,89.84,89,2521502,0,0,0,0,0,89,0,0
2025-02-01,Email,Enterprise,Customer,Nurture,6,2025,2025-Q1,2025-02,89.84,37,1053409,1053409,0,0,0,0,0,37,3324.08
2025-02-01,Email,Mid-Market,Visitors,Nurture,1,2025,2025-Q1,2025-02,0,7809,0,0,7809,0,0,0,0,0,0
2025-02-01,Email,Mid-Market,Leads,Nurture,2,2025,2025-Q1,2025-02,0,1021,0,0,0,1021,0,0,0,0,0
2025-02-01,Email,Mid-Market,MQL,Nurture,3,2025,2025-Q1,2025-02,0,424,0,0,0,0,424,0,0,0,0
2025-02-01,Email,Mid-Market,SQL,Nurture,4,2025,2025-Q1,2025-02,47.69,230,0,0,0,0,0,230,0,0,0
2025-02-01,Email,Mid-Market,Opportunity,Nurture,5,2025,2025-Q1,2025-02,47.69,137,1263813,0,0,0,0,0,137,0,0
2025-02-01,Email,Mid-Market,Customer,Nurture,6,2025,2025-Q1,2025-02,47.69,50,458119,458119,0,0,0,0,0,50,2384.5
2025-02-01,Email,SMB,Visitors,Nurture,1,2025,2025-Q1,2025-02,0,10382,0,0,10382,0,0,0,0,0,0
2025-02-01,Email,SMB,Leads,Nurture,2,2025,2025-Q1,2025-02,0,1369,0,0,0,1369,0,0,0,0,0
2025-02-01,Email,SMB,MQL,Nurture,3,2025,2025-Q1,2025-02,0,551,0,0,0,0,551,0,0,0,0
2025-02-01,Email,SMB,SQL,Nurture,4,2025,2025-Q1,2025-02,20.11,304,0,0,0,0,0,304,0,0,0
2025-02-01,Email,SMB,Opportunity,Nurture,5,2025,2025-Q1,2025-02,20.11,182,570580,0,0,0,0,0,182,0,0
2025-02-01,Email,SMB,Customer,Nurture,6,2025,2025-Q1,2025-02,20.11,60,188314,188314,0,0,0,0,0,60,1206.6
2025-02-01,Webinar,Enterprise,Visitors,Nurture,1,2025,2025-Q1,2025-02,0,2136,0,0,2136,0,0,0,0,0,0
2025-02-01,Webinar,Enterprise,Leads,Nurture,2,2025,2025-Q1,2025-02,0,330,0,0,0,330,0,0,0,0,0
2025-02-01,Webinar,Enterprise,MQL,Nurture,3,2025,2025-Q1,2025-02,0,143,0,0,0,0,143,0,0,0,0
2025-02-01,Webinar,Enterprise,SQL,Nurture,4,2025,2025-Q1,2025-02,86.88,80,0,0,0,0,0,80,0,0,0
2025-02-01,Webinar,Enterprise,Opportunity,Nurture,5,2025,2025-Q1,2025-02,86.88,48,1378690,0,0,0,0,0,48,0,0
2025-02-01,Webinar,Enterprise,Customer,Nurture,6,2025,2025-Q1,2025-02,86.88,21,605929,605929,0,0,0,0,0,21,1824.48
2025-02-01,Webinar,Mid-Market,Visitors,Nurture,1,2025,2025-Q1,2025-02,0,3274,0,0,3274,0,0,0,0,0,0
2025-02-01,Webinar,Mid-Market,Leads,Nurture,2,2025,2025-Q1,2025-02,0,523,0,0,0,523,0,0,0,0,0
2025-02-01,Webinar,Mid-Market,MQL,Nurture,3,2025,2025-Q1,2025-02,0,221,0,0,0,0,221,0,0,0,0
2025-02-01,Webinar,Mid-Market,SQL,Nurture,4,2025,2025-Q1,2025-02,45.87,124,0,0,0,0,0,124,0,0,0
2025-02-01,Webinar,Mid-Market,Opportunity,Nurture,5,2025,2025-Q1,2025-02,45.87,78,733391,0,0,0,0,0,78,0,0
2025-02-01,Webinar,Mid-Market,Customer,Nurture,6,2025,2025-Q1,2025-02,45.87,27,252721,252721,0,0,0,0,0,27,1238.49
2025-02-01,Webinar,SMB,Visitors,Nurture,1,2025,2025-Q1,2025-02,0,4115,0,0,4115,0,0,0,0,0,0
2025-02-01,Webinar,SMB,Leads,Nurture,2,2025,2025-Q1,2025-02,0,658,0,0,0,658,0,0,0,0,0
2025-02-01,Webinar,SMB,MQL,Nurture,3,2025,2025-Q1,2025-02,0,274,0,0,0,0,274,0,0,0,0
2025-02-01,Webinar,SMB,SQL,Nurture,4,2025,2025-Q1,2025-02,21.96,156,0,0,0,0,0,156,0,0,0
2025-02-01,Webinar,SMB,Opportunity,Nurture,5,2025,2025-Q1,2025-02,21.96,90,278142,0,0,0,0,0,90,0,0
2025-02-01,Webinar,SMB,Customer,Nurture,6,2025,2025-Q1,2025-02,21.96,32,99828,99828,0,0,0,0,0,32,702.72
2025-02-01,Partner,Enterprise,Visitors,Partner,1,2025,2025-Q1,2025-02,0,3505,0,0,3505,0,0,0,0,0,0
2025-02-01,Partner,Enterprise,Leads,Partner,2,2025,2025-Q1,2025-02,0,356,0,0,0,356,0,0,0,0,0
2025-02-01,Partner,Enterprise,MQL,Partner,3,2025,2025-Q1,2025-02,0,146,0,0,0,0,146,0,0,0,0
2025-02-01,Partner,Enterprise,SQL,Partner,4,2025,2025-Q1,2025-02,91.27,80,0,0,0,0,0,80,0,0,0
