Week,Campaign,Device,Platform,Objective,Funnel Stage,Year,Quarter,Month,Cost,Impressions,Reach,Clicks,Conversions,Conversion Value,Video Views
2025-03-03,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,3110.79,67107,28507,476,9,3849.68,0
2025-03-03,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,3591.86,78392,34160,605,10,4261.71,0
2025-03-03,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,715.46,15316,6922,104,0,0,0
2025-03-03,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,548.57,9137,3845,65,0,0,0
2025-03-03,TT-Spark-Creator-UGC,Desktop,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,3708.36,589248,265567,6381,64,4738.03,192131
2025-03-03,TT-Spark-Creator-UGC,Mobile,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,4285.3,687784,289467,8535,74,5251.66,209323
2025-03-03,TT-Spark-Creator-UGC,Tablet,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,908.04,153768,65882,1702,14,985.18,45542
2025-03-03,TT-Spark-Creator-UGC,Connected TV,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,696.18,85017,38123,931,8,576.59,26117
2025-03-03,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,4556.26,855834,350035,4202,85,12868.89,0
2025-03-03,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,4938.59,937181,410775,4883,80,12381.1,0
2025-03-03,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,983.18,188769,75468,935,15,2283.79,0
2025-03-03,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,793.69,110120,46779,532,10,1501.08,0
2025-03-03,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,5130.06,245275,93345,728,3,2319.63,76836
2025-03-03,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,5855.73,284282,130378,909,4,3179.67,87679
2025-03-03,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,1180.18,55853,26523,158,0,0,17797
2025-03-03,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,962.4,34242,14758,99,0,0,10796
2025-03-10,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,2065.44,19028,8085,1713,153,21825.75,0
2025-03-10,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,2240.26,20847,8387,2149,157,22845.96,0
2025-03-10,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,446.54,4085,1519,399,29,4149.34,0
2025-03-10,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,359.86,2448,1085,233,17,2407.6,0
2025-03-10,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,9538.27,89700,36347,3145,102,24858.33,0
2025-03-10,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,10212.78,93243,39115,3525,94,23346.62,0
2025-03-10,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,2058.24,18304,7957,613,17,4335,0
2025-03-10,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,1537.8,10348,4073,359,10,2491.38,0
2025-03-10,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,7280.67,406765,167989,8589,396,32515.14,0
2025-03-10,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,8324.63,472972,206194,10671,400,32478.26,0
2025-03-10,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,1789.74,102839,41692,2085,82,6599.15,0
2025-03-10,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,1354.6,56134,23708,1095,43,3537.12,0
2025-03-10,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,5195.6,531007,209381,3211,22,4038.01,163583
2025-03-10,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,5577.07,555287,227436,3796,21,3924.77,178605
2025-03-10,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,1108.82,112287,42909,731,4,699.88,35097
2025-03-10,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,905.21,68348,31253,438,0,0,21154
2025-03-10,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,6933.03,804767,305589,7916,123,11604.64,0
2025-03-10,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,7518.78,849074,328049,9112,111,10659.88,0
2025-03-10,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,1389.24,154370,71173,1455,18,1766.45,0
2025-03-10,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,1050.8,87504,36626,866,10,962.25,0
2025-03-10,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,4362.74,314335,118023,5736,316,27415.04,0
2025-03-10,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,4669.74,340873,135338,6744,301,25833.93,0
2025-03-10,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,1068.23,79061,32911,1398,64,5474.88,0
2025-03-10,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,819.05,43889,16811,801,38,3309.49,0
2025-03-10,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,5807.78,605522,240797,8272,361,28981.93,0
2025-03-10,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,6297,639119,267204,9904,357,29361.08,0
2025-03-10,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,1253.8,128665,49798,1892,67,5454.27,0
2025-03-10,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,1011.85,77648,32347,1111,40,3221.82,0
2025-03-10,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,8010.62,166913,64146,956,23,18989.87,0
2025-03-10,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,9113.21,185619,73256,1155,23,19263.8,0
2025-03-10,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,1711.34,33992,15889,191,4,3341.5,0
2025-03-10,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,1295.9,19417,8301,104,0,0,0
2025-03-10,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,3346.29,73263,28845,538,11,4688.49,0
2025-03-10,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,3550.09,79216,28537,626,10,4176.41,0
2025-03-10,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,760.18,17127,6542,121,0,0,0
2025-03-10,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,576.88,9370,3632,64,0,0,0
2025-03-10,TT-Spark-Creator-UGC,Desktop,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,3944.42,660571,269995,7522,78,5461.29,212453
2025-03-10,TT-Spark-Creator-UGC,Mobile,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,4222.24,688265,291322,8415,71,5095.24,231694
2025-03-10,TT-Spark-Creator-UGC,Tablet,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,840.18,139744,55436,1605,12,878.51,45579
2025-03-10,TT-Spark-Creator-UGC,Connected TV,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,687.22,85154,35651,960,8,586.02,27444
2025-03-10,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,4844.78,959121,381415,4762,98,14632.96,0
2025-03-10,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,5578.93,1074076,437853,5799,97,14248.07,0
2025-03-10,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,1033.72,195872,92333,948,16,2401.69,0
2025-03-10,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,792.27,112415,50303,528,9,1382.59,0
2025-03-10,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,5455.22,266964,106789,812,4,3193.49,86695
2025-03-10,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,5844.84,289447,110223,1011,4,3121.55,91496
2025-03-10,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,1254.4,60617,24037,189,0,0,18842
2025-03-10,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,950.02,33021,13548,100,0,0,10635
2025-03-17,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,2037.38,19852,8060,1844,158,22217.65,0
2025-03-17,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,2349.56,22220,9195,2244,167,23165.94,0
2025-03-17,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,468.34,4338,1906,386,27,3796.92,0
2025-03-17,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,332.43,2315,937,215,14,1954.94,0
2025-03-17,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,9399.04,86554,37685,2913,92,22634.53,0
2025-03-17,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,10848,100697,41095,3873,106,25978.96,0
2025-03-17,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,2296.84,21675,8963,752,22,5332.86,0
2025-03-17,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,1761.56,11989,5111,408,12,2971.42,0
2025-03-17,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,8260.45,451869,203270,9807,475,39868.39,0
2025-03-17,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,8956.59,494172,203553,11522,454,37822.87,0
2025-03-17,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,1784.12,99555,37350,2202,85,6732.29,0
2025-03-17,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,1438.99,63254,24727,1369,52,4216.59,0
2025-03-17,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,5069.21,525470,216458,3297,24,4338.18,169942
2025-03-17,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,5852.55,617214,261121,4172,24,4445.45,193927
2025-03-17,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,1177.91,121054,55015,725,4,744.57,39647
2025-03-17,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,825.82,61605,25223,382,0,0,19586
2025-03-17,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,6426.05,735501,321795,7077,103,9808.31,0
2025-03-17,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,7331.33,850889,348834,9262,117,11052.92,0
2025-03-17,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,1571.91,184453,79450,1804,24,2233.05,0
2025-03-17,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,1191.1,100763,44374,972,12,1144.09,0
2025-03-17,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,4637.35,327215,153445,6216,339,29881.51,0
2025-03-17,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,4965.16,342948,148541,6964,312,28346.78,0
2025-03-17,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,988.45,69054,27563,1327,61,5254.54,0
2025-03-17,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,807.83,43949,18165,831,39,3336.75,0
2025-03-17,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,5721.83,579988,254796,8096,361,29717.62,0
2025-03-17,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,6610.14,677543,303644,10272,395,32235.31,0
2025-03-17,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,1415.45,142221,65917,1885,67,5587.44,0
2025-03-17,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,1008.19,75954,28207,1059,37,3042.94,0
2025-03-17,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,7899.87,162874,72565,857,22,18449.02,0
2025-03-17,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,8465.42,176496,65324,1065,21,17350.43,0
2025-03-17,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,1815.98,38442,14956,207,6,4871.27,0
2025-03-17,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,1375.63,21029,8444,113,0,0,0
2025-03-17,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,3474.68,74471,31312,529,11,4783.67,0
2025-03-17,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,3768.7,78941,35014,598,11,4860.91,0
2025-03-17,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,758.84,16058,6541,117,0,0,0
2025-03-17,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,612.18,10153,3874,71,0,0,0
2025-03-17,TT-Spark-Creator-UGC,Desktop,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,4189.08,682829,274653,7450,78,5630.27,212808
2025-03-17,TT-Spark-Creator-UGC,Mobile,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,4769.51,790889,326784,9315,84,5958.12,239706
2025-03-17,TT-Spark-Creator-UGC,Tablet,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,904.17,146198,61677,1528,12,870.78,46139
2025-03-17,TT-Spark-Creator-UGC,Connected TV,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,729.26,88061,33739,1016,9,653.62,27443
2025-03-17,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,4832.07,936498,377863,4259,85,12449.93,0
2025-03-17,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,5111.74,1011037,378706,5293,86,12438.06,0
2025-03-17,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,1097.92,219387,87169,1084,19,2831.49,0
2025-03-17,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,841.42,121689,49193,597,11,1602.74,0
2025-03-17,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,5724.05,273237,117297,813,5,4023.87,85525
2025-03-17,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,6207.6,288243,128688,919,4,3263.42,94425
2025-03-17,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,1236.7,58528,24902,176,0,0,17783
2025-03-17,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,1008.59,36982,14706,115,0,0,11736
2025-03-24,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,2027.43,18518,6829,1671,148,21161.97,0
2025-03-24,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,2313.79,21488,8486,2213,160,22706.08,0
2025-03-24,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,495.87,4652,1720,431,32,4468.5,0
2025-03-24,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,380.29,2594,1120,234,18,2582.67,0
2025-03-24,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,9962.59,93497,36885,3289,108,26292.16,0
2025-03-24,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,10803.67,99135,40604,3487,92,23104.33,0
2025-03-24,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,2124.91,19695,7622,652,18,4430.01,0
2025-03-24,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,1735.72,11991,4891,390,11,2593.89,0
2025-03-24,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,8130.24,471303,202896,10472,486,38680.95,0
2025-03-24,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,9385.49,527674,231531,12029,483,39510,0
2025-03-24,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,1869.81,103135,46852,2066,81,6736.82,0
2025-03-24,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,1433.54,59115,25054,1236,47,3860.02,0
2025-03-24,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,5438.53,553779,213857,3558,25,4582.6,182434
2025-03-24,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,5830.14,600514,215867,4186,23,4155.25,194317
2025-03-24,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,1235.4,128551,48024,840,6,1066.83,41249
2025-03-24,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,947.19,71603,32236,461,2,356.64,23789
2025-03-24,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,6744.4,782971,312577,7805,117,10960.85,0
2025-03-24,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,7297.01,831538,357663,8876,109,10870.23,0
2025-03-24,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,1452.49,167421,65145,1700,20,1964.16,0
2025-03-24,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2025,2025-Q1,2025-03,1172.63,97473,40267,962,12,1119.91,0
2025-03-24,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,4562.23,341067,147557,6662,350,30476.2,0
2025-03-24,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,5206.31,381034,172689,7573,344,29328.11,0
2025-03-24,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,1049.53,74701,35233,1313,60,5257.28,0
2025-03-24,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2025,2025-Q1,2025-03,794.41,42660,18540,786,34,2951.46,0
2025-03-24,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,6142.4,634598,257640,9167,404,33764.84,0
2025-03-24,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,6501.73,660053,248195,10923,392,32242.03,0
2025-03-24,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,1395.43,142319,56131,2086,77,6291.1,0
2025-03-24,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2025,2025-Q1,2025-03,1069.75,78525,35870,1142,43,3599.97,0
2025-03-24,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,7772.87,156530,66306,866,21,17859.85,0
2025-03-24,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,8423.67,165220,72552,978,19,16623.19,0
2025-03-24,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,1654.67,33151,13171,185,3,2393.19,0
2025-03-24,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,1353.81,20221,8793,110,0,0,0
2025-03-24,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,3208.21,70753,31157,517,10,4231.45,0
2025-03-24,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,3710.28,82758,33867,622,11,4602.27,0
2025-03-24,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,738.42,16117,6869,106,0,0,0
2025-03-24,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2025,2025-Q1,2025-03,565.89,9243,4116,64,0,0,0
2025-03-24,TT-Spark-Creator-UGC,Desktop,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,4129.53,667772,276019,7466,77,5627.52,213667
2025-03-24,TT-Spark-Creator-UGC,Mobile,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,4414.24,722436,278518,9298,78,5560.29,224452
2025-03-24,TT-Spark-Creator-UGC,Tablet,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,938.37,154488,63297,1777,16,1138.18,47563
2025-03-24,TT-Spark-Creator-UGC,Connected TV,TikTok Ads,Awareness,Top,2025,2025-Q1,2025-03,717.72,85766,40748,970,10,727.43,27311
2025-03-24,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,5058.55,956480,373872,4541,94,14092.51,0
2025-03-24,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,5485.33,1017162,409265,5136,85,12971.42,0
2025-03-24,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,1010.92,190502,80526,918,15,2243.09,0
2025-03-24,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2025,2025-Q1,2025-03,881.51,124394,55126,621,10,1505.88,0
2025-03-24,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,5278.51,256870,102919,787,4,3058.2,77737
2025-03-24,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,6497.86,320612,134758,1058,5,4005.66,96110
2025-03-24,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,1310.18,63182,24414,185,0,0,19524
2025-03-24,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2025,2025-Q1,2025-03,1004.81,36381,14531,103,0,0,11067
2025-03-31,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,2121.53,19800,9027,1746,158,22187.63,0
2025-03-31,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,2300.1,21067,8953,2102,155,22216.7,0
2025-03-31,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,458.02,4245,1654,402,27,3792.28,0
2025-03-31,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2025,2025-Q1,2025-03,369.57,2569,1079,238,17,2357.79,0
2025-03-31,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,9789.88,89339,38384,3038,101,25244.99,0
2025-03-31,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,11294.27,104782,41928,3832,105,25992.49,0
2025-03-31,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,2277.21,20636,8406,668,18,4566.01,0
2025-03-31,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2025,2025-Q1,2025-03,1703.61,11589,4236,393,11,2728.81,0
2025-03-31,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,8708.85,494076,192694,10028,482,39427.04,0
2025-03-31,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,9221.52,530986,193330,12341,483,38748.87,0
2025-03-31,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,1978.21,115120,44620,2379,95,7548.93,0
2025-03-31,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2025,2025-Q1,2025-03,1406.3,59371,22966,1221,49,3950.96,0
2025-03-31,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,5685.56,588872,244455,3461,24,4354.85,176970
2025-03-31,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,6167.85,622464,268068,4175,24,4446.19,195375
2025-03-31,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2025,2025-Q1,2025-03,1229.56,126330,50184,798,5,883.95,38448
