Month,Channel,Plan,Channel Type,Year,Quarter,Month Label,New Customers,Acquisition Cost,New MRR,LTV Pool,First Order Revenue,Lifetime Pool
2025-09-01,Outbound,Enterprise,Sales-led,2025,2025-Q3,2025-09,46,529555.15,23249.22,744378.51,30467.9,1741.4
2025-09-01,Marketplace,Starter,Partner,2025,2025-Q3,2025-09,591,39361.14,16878.91,210529.62,21628.07,8603.6
2025-09-01,Marketplace,Growth,Partner,2025,2025-Q3,2025-09,315,82040.35,31181.37,581977.99,40802.21,6933.5
2025-09-01,Marketplace,Enterprise,Partner,2025,2025-Q3,2025-09,105,201870.49,52869.48,1688077.53,70779.1,3936.3
2025-10-01,Paid Search,Starter,Paid,2025,2025-Q4,2025-10,986,111971.36,28324.57,349752.21,36386.92,14337.2
2025-10-01,Paid Search,Growth,Paid,2025,2025-Q4,2025-10,552,245010.68,54718.1,1017647.37,71824.6,12058.4
2025-10-01,Paid Search,Enterprise,Paid,2025,2025-Q4,2025-10,183,611950.24,90973.87,2907914.98,119960.71,6834.7
2025-10-01,Paid Social,Starter,Paid,2025,2025-Q4,2025-10,843,70327.78,24575.5,300988.17,33008.62,12074.2
2025-10-01,Paid Social,Growth,Paid,2025,2025-Q4,2025-10,480,161406.77,46806.7,874329.92,60288.69,10410.6
2025-10-01,Paid Social,Enterprise,Paid,2025,2025-Q4,2025-10,143,368732.25,70067.84,2279038.34,88431.05,5460.8
2025-10-01,Content / SEO,Starter,Organic,2025,2025-Q4,2025-10,1155,57984.77,32899.8,403043.57,42323.66,16520.4
2025-10-01,Content / SEO,Growth,Organic,2025,2025-Q4,2025-10,621,128111.25,60720.33,1152647.98,77295.06,13837
2025-10-01,Content / SEO,Enterprise,Organic,2025,2025-Q4,2025-10,195,293250.52,97870.71,3103509.55,129470.16,7327.9
2025-10-01,Email,Starter,Owned,2025,2025-Q4,2025-10,470,20556.99,13501.17,168445.08,17014.95,6910.3
2025-10-01,Email,Growth,Owned,2025,2025-Q4,2025-10,265,45773.99,26373.22,489540.19,34784.66,5777.1
2025-10-01,Email,Enterprise,Owned,2025,2025-Q4,2025-10,84,108380.99,42015.21,1350662.17,56033.68,3153.1
2025-10-01,Referral,Starter,Earned,2025,2025-Q4,2025-10,405,16368.95,11700.32,144346.03,15317.31,5868.7
2025-10-01,Referral,Growth,Earned,2025,2025-Q4,2025-10,219,35625.95,21500.38,401882.41,28043.52,4785.7
2025-10-01,Referral,Enterprise,Earned,2025,2025-Q4,2025-10,68,83808.23,33576.61,1080848.12,43187.14,2568.3
2025-10-01,Outbound,Starter,Sales-led,2025,2025-Q4,2025-10,255,98739.31,7360.32,90559.95,9475.32,3697.4
2025-10-01,Outbound,Growth,Sales-led,2025,2025-Q4,2025-10,144,219213.5,14362.33,267920.85,19091.15,3161.3
2025-10-01,Outbound,Enterprise,Sales-led,2025,2025-Q4,2025-10,46,515042.52,22849.71,731606.56,30096.41,1714.6
2025-10-01,Marketplace,Starter,Partner,2025,2025-Q4,2025-10,570,36828.02,16588.85,201088.57,21888.73,8178.9
2025-10-01,Marketplace,Growth,Partner,2025,2025-Q4,2025-10,324,84082.18,31782.77,587755.57,41388.41,6978.9
2025-10-01,Marketplace,Enterprise,Partner,2025,2025-Q4,2025-10,102,205978.04,49946.03,1620318.95,63478.67,3869.3
2025-11-01,Paid Search,Starter,Paid,2025,2025-Q4,2025-11,940,104177.26,27255.37,335412.82,35579.61,13478.7
2025-11-01,Paid Search,Growth,Paid,2025,2025-Q4,2025-11,501,227990.37,49310.14,924474.49,63535.69,11019.8
2025-11-01,Paid Search,Enterprise,Paid,2025,2025-Q4,2025-11,155,530117.63,78027.56,2504863.78,103193.82,5866.2
2025-11-01,Paid Social,Starter,Paid,2025,2025-Q4,2025-11,746,65139.44,21457.36,266320.54,27542.02,10876
2025-11-01,Paid Social,Growth,Paid,2025,2025-Q4,2025-11,403,137655.97,40245.51,748873.5,53592.86,8922.6
2025-11-01,Paid Social,Enterprise,Paid,2025,2025-Q4,2025-11,132,328528.34,66228.81,2121329.38,89069,4949
2025-11-01,Content / SEO,Starter,Organic,2025,2025-Q4,2025-11,1016,50687.45,29793.47,361823.87,39575.7,14700
2025-11-01,Content / SEO,Growth,Organic,2025,2025-Q4,2025-11,581,113325.07,58223.03,1064330.11,78038.01,12403.6
2025-11-01,Content / SEO,Enterprise,Organic,2025,2025-Q4,2025-11,181,271324.33,88988.78,2872915.29,112792.7,6805.6
2025-11-01,Email,Starter,Owned,2025,2025-Q4,2025-11,448,18746.98,13018.37,156849.94,17334.25,6306
2025-11-01,Email,Growth,Owned,2025,2025-Q4,2025-11,240,41283.8,23461.36,435263.16,30414.05,5213.7
2025-11-01,Email,Enterprise,Owned,2025,2025-Q4,2025-11,76,98292.36,37528.09,1205316.14,47803.02,2889.3
2025-11-01,Referral,Starter,Earned,2025,2025-Q4,2025-11,356,14468,10239.58,125773.06,13201.5,5129
2025-11-01,Referral,Growth,Earned,2025,2025-Q4,2025-11,199,32276.88,19638.1,368008.53,25545.88,4372.4
2025-11-01,Referral,Enterprise,Earned,2025,2025-Q4,2025-11,64,77991.89,31933.19,1036144.06,41356.4,2428.2
2025-11-01,Outbound,Starter,Sales-led,2025,2025-Q4,2025-11,247,92672.73,7150,88118.2,9389.83,3536.4
2025-11-01,Outbound,Growth,Sales-led,2025,2025-Q4,2025-11,134,208582.93,13163.4,247447.49,17064.84,2940.1
2025-11-01,Outbound,Enterprise,Sales-led,2025,2025-Q4,2025-11,40,461453.53,20023.89,642695.52,26344.67,1513.8
2025-11-01,Marketplace,Starter,Partner,2025,2025-Q4,2025-11,520,34871.73,14824.36,183888.86,19044.06,7519
2025-11-01,Marketplace,Growth,Partner,2025,2025-Q4,2025-11,273,72504.99,27151.31,515275.44,35572.7,6110.2
2025-11-01,Marketplace,Enterprise,Partner,2025,2025-Q4,2025-11,91,174929.85,46401.79,1476725.14,62016.28,3400.3
2025-12-01,Paid Search,Starter,Paid,2025,2025-Q4,2025-12,974,111031.86,27907,345616.55,36163.93,14204.6
2025-12-01,Paid Search,Growth,Paid,2025,2025-Q4,2025-12,558,246386.74,55217.52,1026083.2,72001.56,12164.3
2025-12-01,Paid Search,Enterprise,Paid,2025,2025-Q4,2025-12,174,577176.42,85748.66,2753674.37,111897.26,6517.8
2025-12-01,Paid Social,Starter,Paid,2025,2025-Q4,2025-12,822,68615.25,24085.82,293536.33,31502.14,11764.4
2025-12-01,Paid Social,Growth,Paid,2025,2025-Q4,2025-12,468,158691.33,45884.18,853798.85,59650.1,10119.6
2025-12-01,Paid Social,Enterprise,Paid,2025,2025-Q4,2025-12,143,371779.72,70325.1,2311552.83,89423.3,5494.8
2025-12-01,Content / SEO,Starter,Organic,2025,2025-Q4,2025-12,1160,58434.15,33337.02,412407.11,43699.84,16656.4
2025-12-01,Content / SEO,Growth,Organic,2025,2025-Q4,2025-12,607,125385.02,59039.7,1123865.86,74688.28,13580.9
2025-12-01,Content / SEO,Enterprise,Organic,2025,2025-Q4,2025-12,192,288141.04,96882.43,3118608.15,129415.03,7283.3
2025-12-01,Email,Starter,Owned,2025,2025-Q4,2025-12,463,20145.05,13318.97,167404.72,17191.22,6836.1
2025-12-01,Email,Growth,Owned,2025,2025-Q4,2025-12,261,44380.37,26006.47,485612.92,34167.06,5724.6
2025-12-01,Email,Enterprise,Owned,2025,2025-Q4,2025-12,83,106507.14,41374.89,1323460.74,55209.94,3096.8
2025-12-01,Referral,Starter,Earned,2025,2025-Q4,2025-12,388,15580.51,11327.59,138840.87,15230.93,5583.1
2025-12-01,Referral,Growth,Earned,2025,2025-Q4,2025-12,214,34917.68,20924.55,392629.71,27080.56,4692
2025-12-01,Referral,Enterprise,Earned,2025,2025-Q4,2025-12,67,80796.13,32938.3,1066331.67,41994.15,2543
2025-12-01,Outbound,Starter,Sales-led,2025,2025-Q4,2025-12,253,97396.2,7291.61,89548.95,9426.12,3667.2
2025-12-01,Outbound,Growth,Sales-led,2025,2025-Q4,2025-12,142,215148.23,14104.08,261321.46,18201.68,3111.9
2025-12-01,Outbound,Enterprise,Sales-led,2025,2025-Q4,2025-12,45,504043.63,22372.79,712135.66,29585.06,1668.5
2025-12-01,Marketplace,Starter,Partner,2025,2025-Q4,2025-12,558,36276.78,16412.92,200781.2,21468.52,8055.8
2025-12-01,Marketplace,Growth,Partner,2025,2025-Q4,2025-12,324,84606.67,31951.84,594936.38,41853.91,7038.2
2025-12-01,Marketplace,Enterprise,Partner,2025,2025-Q4,2025-12,97,194823.87,47231.66,1545834.73,59415.54,3717.1
