Cohort Month,Cohort Label,Channel,Channel Type,Month Index,Cohort Size,Customers Retained,Retention,Cohort Revenue
2024-05-01,2024-05,Marketplace,Partner,4,667,315,0.47,8383.94
2024-05-01,2024-05,Marketplace,Partner,5,667,266,0.4,7323.08
2024-05-01,2024-05,Marketplace,Partner,6,667,243,0.36,5692.57
2024-05-01,2024-05,Marketplace,Partner,7,667,227,0.34,5525.38
2024-05-01,2024-05,Marketplace,Partner,8,667,210,0.31,5509.71
2024-05-01,2024-05,Marketplace,Partner,9,667,202,0.3,5484.59
2024-05-01,2024-05,Marketplace,Partner,10,667,196,0.29,4517.26
2024-05-01,2024-05,Marketplace,Partner,11,667,192,0.29,4600.69
2024-05-01,2024-05,Marketplace,Partner,12,667,188,0.28,4861.26
2024-05-01,2024-05,Marketplace,Partner,13,667,186,0.28,4979.68
2024-05-01,2024-05,Marketplace,Partner,14,667,184,0.28,4170.96
2024-05-01,2024-05,Marketplace,Partner,15,667,183,0.27,4315.69
2024-05-01,2024-05,Marketplace,Partner,16,667,182,0.27,4637.14
2024-05-01,2024-05,Marketplace,Partner,17,667,182,0.27,4803.62
2024-05-01,2024-05,Marketplace,Partner,18,667,181,0.27,4034.37
2024-05-01,2024-05,Marketplace,Partner,19,667,181,0.27,4199.93
2024-06-01,2024-06,Paid Search,Paid,0,897,897,1.0,29714.8
2024-06-01,2024-06,Paid Search,Paid,1,897,726,0.81,20355.36
2024-06-01,2024-06,Paid Search,Paid,2,897,629,0.7,18349.14
2024-06-01,2024-06,Paid Search,Paid,3,897,547,0.61,17242.94
2024-06-01,2024-06,Paid Search,Paid,4,897,459,0.51,14989.55
2024-06-01,2024-06,Paid Search,Paid,5,897,418,0.47,11523.33
2024-06-01,2024-06,Paid Search,Paid,6,897,389,0.43,11165.08
2024-06-01,2024-06,Paid Search,Paid,7,897,364,0.41,11303.23
2024-06-01,2024-06,Paid Search,Paid,8,897,338,0.38,10879.22
2024-06-01,2024-06,Paid Search,Paid,9,897,326,0.36,11259.35
2024-06-01,2024-06,Paid Search,Paid,10,897,317,0.35,8949.57
2024-06-01,2024-06,Paid Search,Paid,11,897,310,0.35,9480.7
2024-06-01,2024-06,Paid Search,Paid,12,897,305,0.34,9673.73
2024-06-01,2024-06,Paid Search,Paid,13,897,299,0.33,10186.32
2024-06-01,2024-06,Paid Search,Paid,14,897,296,0.33,8217.61
2024-06-01,2024-06,Paid Search,Paid,15,897,294,0.33,8853.22
2024-06-01,2024-06,Paid Search,Paid,16,897,292,0.33,9124.19
2024-06-01,2024-06,Paid Search,Paid,17,897,291,0.32,9777.03
2024-06-01,2024-06,Paid Search,Paid,18,897,290,0.32,7914.76
2024-06-01,2024-06,Paid Social,Paid,0,909,909,1.0,25483.8
2024-06-01,2024-06,Paid Social,Paid,1,909,668,0.73,19387.27
2024-06-01,2024-06,Paid Social,Paid,2,909,542,0.6,13327.97
2024-06-01,2024-06,Paid Social,Paid,3,909,445,0.49,11382.31
2024-06-01,2024-06,Paid Social,Paid,4,909,381,0.42,10525.4
2024-06-01,2024-06,Paid Social,Paid,5,909,315,0.35,9013.28
2024-06-01,2024-06,Paid Social,Paid,6,909,288,0.32,6964.15
2024-06-01,2024-06,Paid Social,Paid,7,909,267,0.29,7003.02
2024-06-01,2024-06,Paid Social,Paid,8,909,253,0.28,6885.76
2024-06-01,2024-06,Paid Social,Paid,9,909,239,0.26,6994.08
2024-06-01,2024-06,Paid Social,Paid,10,909,233,0.26,5538.83
2024-06-01,2024-06,Paid Social,Paid,11,909,229,0.25,5912.61
2024-06-01,2024-06,Paid Social,Paid,12,909,226,0.25,6058.42
2024-06-01,2024-06,Paid Social,Paid,13,909,223,0.25,6434.58
2024-06-01,2024-06,Paid Social,Paid,14,909,221,0.24,6595.2
2024-06-01,2024-06,Paid Social,Paid,15,909,220,0.24,5590.2
2024-06-01,2024-06,Paid Social,Paid,16,909,220,0.24,5807.53
2024-06-01,2024-06,Paid Social,Paid,17,909,219,0.24,6229.53
2024-06-01,2024-06,Paid Social,Paid,18,909,219,0.24,6445.88
2024-06-01,2024-06,Content / SEO,Organic,0,1328,1328,1.0,45515.78
2024-06-01,2024-06,Content / SEO,Organic,1,1328,1130,0.85,40135.25
2024-06-01,2024-06,Content / SEO,Organic,2,1328,1040,0.78,31133.69
2024-06-01,2024-06,Content / SEO,Organic,3,1328,952,0.72,29683.58
2024-06-01,2024-06,Content / SEO,Organic,4,1328,888,0.67,29977.59
2024-06-01,2024-06,Content / SEO,Organic,5,1328,785,0.59,27476.99
2024-06-01,2024-06,Content / SEO,Organic,6,1328,748,0.56,28110.48
2024-06-01,2024-06,Content / SEO,Organic,7,1328,712,0.54,21833.37
2024-06-01,2024-06,Content / SEO,Organic,8,1328,686,0.52,22804.81
2024-06-01,2024-06,Content / SEO,Organic,9,1328,660,0.5,22761.52
2024-06-01,2024-06,Content / SEO,Organic,10,1328,628,0.47,23277.11
2024-06-01,2024-06,Content / SEO,Organic,11,1328,613,0.46,18481.62
2024-06-01,2024-06,Content / SEO,Organic,12,1328,602,0.45,19702.12
2024-06-01,2024-06,Content / SEO,Organic,13,1328,592,0.45,20111.29
2024-06-01,2024-06,Content / SEO,Organic,14,1328,579,0.44,21162.5
2024-06-01,2024-06,Content / SEO,Organic,15,1328,573,0.43,17744.89
2024-06-01,2024-06,Content / SEO,Organic,16,1328,568,0.43,18296.64
2024-06-01,2024-06,Content / SEO,Organic,17,1328,564,0.42,19621.96
2024-06-01,2024-06,Content / SEO,Organic,18,1328,559,0.42,20143.4
2024-06-01,2024-06,Email,Owned,0,659,659,1.0,24485.59
2024-06-01,2024-06,Email,Owned,1,659,618,0.94,23821.44
2024-06-01,2024-06,Email,Owned,2,659,531,0.81,21998.09
2024-06-01,2024-06,Email,Owned,3,659,502,0.76,16916.4
2024-06-01,2024-06,Email,Owned,4,659,471,0.71,17229.02
2024-06-01,2024-06,Email,Owned,5,659,449,0.68,17048.53
2024-06-01,2024-06,Email,Owned,6,659,411,0.62,16790.02
2024-06-01,2024-06,Email,Owned,7,659,395,0.6,16685.58
2024-06-01,2024-06,Email,Owned,8,659,383,0.58,13789.39
2024-06-01,2024-06,Email,Owned,9,659,371,0.56,13873.17
2024-06-01,2024-06,Email,Owned,10,659,353,0.54,14217.29
2024-06-01,2024-06,Email,Owned,11,659,346,0.53,14416.42
2024-06-01,2024-06,Email,Owned,12,659,340,0.52,12045.39
2024-06-01,2024-06,Email,Owned,13,659,334,0.51,12297.2
2024-06-01,2024-06,Email,Owned,14,659,326,0.49,12942.07
2024-06-01,2024-06,Email,Owned,15,659,323,0.49,13272.05
2024-06-01,2024-06,Email,Owned,16,659,320,0.49,11152.51
2024-06-01,2024-06,Email,Owned,17,659,318,0.48,11524.94
2024-06-01,2024-06,Email,Owned,18,659,314,0.48,12284.81
2024-06-01,2024-06,Referral,Earned,0,547,547,1.0,21767.98
2024-06-01,2024-06,Referral,Earned,1,547,520,0.95,21492.59
2024-06-01,2024-06,Referral,Earned,2,547,489,0.89,21768.75
2024-06-01,2024-06,Referral,Earned,3,547,441,0.81,20309.62
2024-06-01,2024-06,Referral,Earned,4,547,422,0.77,16524.91
2024-06-01,2024-06,Referral,Earned,5,547,407,0.74,16562.96
2024-06-01,2024-06,Referral,Earned,6,547,392,0.72,17201.05
2024-06-01,2024-06,Referral,Earned,7,547,366,0.67,16622.59
2024-06-01,2024-06,Referral,Earned,8,547,356,0.65,13713.79
2024-06-01,2024-06,Referral,Earned,9,547,349,0.64,13980.45
2024-06-01,2024-06,Referral,Earned,10,547,340,0.62,14702.81
2024-06-01,2024-06,Referral,Earned,11,547,327,0.6,14643.15
2024-06-01,2024-06,Referral,Earned,12,547,322,0.59,12199.05
2024-06-01,2024-06,Referral,Earned,13,547,318,0.58,12536.18
2024-06-01,2024-06,Referral,Earned,14,547,314,0.57,13378.57
2024-06-01,2024-06,Referral,Earned,15,547,307,0.56,13552.09
2024-06-01,2024-06,Referral,Earned,16,547,304,0.56,11323.57
2024-06-01,2024-06,Referral,Earned,17,547,302,0.55,11713.16
2024-06-01,2024-06,Referral,Earned,18,547,300,0.55,12591.08
2024-06-01,2024-06,Outbound,Sales-led,0,267,267,1.0,23510.41
2024-06-01,2024-06,Outbound,Sales-led,1,267,234,0.88,21426.54
2024-06-01,2024-06,Outbound,Sales-led,2,267,207,0.78,20461.2
2024-06-01,2024-06,Outbound,Sales-led,3,267,175,0.66,17912.79
2024-06-01,2024-06,Outbound,Sales-led,4,267,161,0.6,13942.4
2024-06-01,2024-06,Outbound,Sales-led,5,267,150,0.56,13516.68
2024-06-01,2024-06,Outbound,Sales-led,6,267,140,0.52,13634.76
2024-06-01,2024-06,Outbound,Sales-led,7,267,128,0.48,12915.66
2024-06-01,2024-06,Outbound,Sales-led,8,267,123,0.46,10472.66
2024-06-01,2024-06,Outbound,Sales-led,9,267,119,0.45,10550.06
2024-06-01,2024-06,Outbound,Sales-led,10,267,116,0.43,11128.57
2024-06-01,2024-06,Outbound,Sales-led,11,267,111,0.42,11038.77
2024-06-01,2024-06,Outbound,Sales-led,12,267,109,0.41,11633.39
2024-06-01,2024-06,Outbound,Sales-led,13,267,108,0.4,9417.69
2024-06-01,2024-06,Outbound,Sales-led,14,267,107,0.4,10109.44
2024-06-01,2024-06,Outbound,Sales-led,15,267,106,0.4,10387.28
2024-06-01,2024-06,Outbound,Sales-led,16,267,104,0.39,10948.41
2024-06-01,2024-06,Outbound,Sales-led,17,267,104,0.39,8917.54
2024-06-01,2024-06,Outbound,Sales-led,18,267,103,0.39,9581.63
2024-06-01,2024-06,Marketplace,Partner,0,669,669,1.0,18191.92
2024-06-01,2024-06,Marketplace,Partner,1,669,532,0.8,12283.09
2024-06-01,2024-06,Marketplace,Partner,2,669,437,0.65,10489.41
2024-06-01,2024-06,Marketplace,Partner,3,669,344,0.51,8909.27
2024-06-01,2024-06,Marketplace,Partner,4,669,300,0.45,8044.12
2024-06-01,2024-06,Marketplace,Partner,5,669,270,0.4,6131.58
2024-06-01,2024-06,Marketplace,Partner,6,669,246,0.37,6052.92
2024-06-01,2024-06,Marketplace,Partner,7,669,229,0.34,5844.1
2024-06-01,2024-06,Marketplace,Partner,8,669,211,0.32,5784.75
2024-06-01,2024-06,Marketplace,Partner,9,669,203,0.3,4533.11
2024-06-01,2024-06,Marketplace,Partner,10,669,197,0.29,4772.6
2024-06-01,2024-06,Marketplace,Partner,11,669,193,0.29,4852.24
2024-06-01,2024-06,Marketplace,Partner,12,669,188,0.28,5082.94
2024-06-01,2024-06,Marketplace,Partner,13,669,186,0.28,5199.01
2024-06-01,2024-06,Marketplace,Partner,14,669,185,0.28,4411.78
2024-06-01,2024-06,Marketplace,Partner,15,669,184,0.28,4556.24
2024-06-01,2024-06,Marketplace,Partner,16,669,183,0.27,4878.41
2024-06-01,2024-06,Marketplace,Partner,17,669,182,0.27,5018.23
2024-06-01,2024-06,Marketplace,Partner,18,669,182,0.27,4271.27
2024-07-01,2024-07,Paid Search,Paid,0,970,970,1.0,33551.38
2024-07-01,2024-07,Paid Search,Paid,1,970,801,0.83,22654.91
2024-07-01,2024-07,Paid Search,Paid,2,970,682,0.7,20892.46
2024-07-01,2024-07,Paid Search,Paid,3,970,600,0.62,19061.0
2024-07-01,2024-07,Paid Search,Paid,4,970,498,0.51,16991.33
2024-07-01,2024-07,Paid Search,Paid,5,970,457,0.47,12710.71
2024-07-01,2024-07,Paid Search,Paid,6,970,424,0.44,12789.62
2024-07-01,2024-07,Paid Search,Paid,7,970,397,0.41,12425.47
2024-07-01,2024-07,Paid Search,Paid,8,970,368,0.38,12382.92
2024-07-01,2024-07,Paid Search,Paid,9,970,354,0.36,9679.59
2024-07-01,2024-07,Paid Search,Paid,10,970,344,0.35,10214.83
2024-07-01,2024-07,Paid Search,Paid,11,970,336,0.35,10358.38
2024-07-01,2024-07,Paid Search,Paid,12,970,327,0.34,10849.64
2024-07-01,2024-07,Paid Search,Paid,13,970,323,0.33,11083.28
2024-07-01,2024-07,Paid Search,Paid,14,970,321,0.33,9381.02
2024-07-01,2024-07,Paid Search,Paid,15,970,318,0.33,9654.03
2024-07-01,2024-07,Paid Search,Paid,16,970,315,0.32,10303.47
2024-07-01,2024-07,Paid Search,Paid,17,970,314,0.32,10626.9
2024-07-01,2024-07,Paid Social,Paid,0,911,911,1.0,26700.04
2024-07-01,2024-07,Paid Social,Paid,1,911,684,0.75,16290.4
2024-07-01,2024-07,Paid Social,Paid,2,911,545,0.6,14095.8
2024-07-01,2024-07,Paid Social,Paid,3,911,453,0.5,12163.84
2024-07-01,2024-07,Paid Social,Paid,4,911,358,0.39,10345.92
2024-07-01,2024-07,Paid Social,Paid,5,911,319,0.35,9533.98
2024-07-01,2024-07,Paid Social,Paid,6,911,289,0.32,7356.38
2024-07-01,2024-07,Paid Social,Paid,7,911,269,0.3,7113.02
2024-07-01,2024-07,Paid Social,Paid,8,911,254,0.28,7236.45
2024-07-01,2024-07,Paid Social,Paid,9,911,240,0.26,7074.68
2024-07-01,2024-07,Paid Social,Paid,10,911,234,0.26,5860.6
2024-07-01,2024-07,Paid Social,Paid,11,911,230,0.25,5987.63
2024-07-01,2024-07,Paid Social,Paid,12,911,225,0.25,6318.15
2024-07-01,2024-07,Paid Social,Paid,13,911,223,0.24,6482.29
2024-07-01,2024-07,Paid Social,Paid,14,911,222,0.24,5469.2
2024-07-01,2024-07,Paid Social,Paid,15,911,221,0.24,5662.88
2024-07-01,2024-07,Paid Social,Paid,16,911,220,0.24,6087.71
2024-07-01,2024-07,Paid Social,Paid,17,911,220,0.24,6305.04
2024-07-01,2024-07,Content / SEO,Organic,0,1420,1420,1.0,50946.21
2024-07-01,2024-07,Content / SEO,Organic,1,1420,1230,0.87,45659.58
2024-07-01,2024-07,Content / SEO,Organic,2,1420,1115,0.79,35167.01
2024-07-01,2024-07,Content / SEO,Organic,3,1420,1032,0.73,33833.0
2024-07-01,2024-07,Content / SEO,Organic,4,1420,951,0.67,33629.48
2024-07-01,2024-07,Content / SEO,Organic,5,1420,848,0.6,31042.08
2024-07-01,2024-07,Content / SEO,Organic,6,1420,801,0.56,24850.65
2024-07-01,2024-07,Content / SEO,Organic,7,1420,767,0.54,24749.96
2024-07-01,2024-07,Content / SEO,Organic,8,1420,734,0.52,25577.58
2024-07-01,2024-07,Content / SEO,Organic,9,1420,691,0.49,24938.77
2024-07-01,2024-07,Content / SEO,Organic,10,1420,672,0.47,20502.15
2024-07-01,2024-07,Content / SEO,Organic,11,1420,658,0.46,20893.57
2024-07-01,2024-07,Content / SEO,Organic,12,1420,644,0.45,22109.46
2024-07-01,2024-07,Content / SEO,Organic,13,1420,627,0.44,22305.81
2024-07-01,2024-07,Content / SEO,Organic,14,1420,619,0.44,18566.14
2024-07-01,2024-07,Content / SEO,Organic,15,1420,613,0.43,19148.75
2024-07-01,2024-07,Content / SEO,Organic,16,1420,608,0.43,20560.17
2024-07-01,2024-07,Content / SEO,Organic,17,1420,601,0.42,21071.1
2024-07-01,2024-07,Email,Owned,0,662,662,1.0,24796.35
2024-07-01,2024-07,Email,Owned,1,662,583,0.88,23517.27
2024-07-01,2024-07,Email,Owned,2,662,541,0.82,22575.23
2024-07-01,2024-07,Email,Owned,3,662,510,0.77,18100.08
2024-07-01,2024-07,Email,Owned,4,662,479,0.72,17665.86
2024-07-01,2024-07,Email,Owned,5,662,433,0.65,17217.1
2024-07-01,2024-07,Email,Owned,6,662,414,0.63,13878.93
2024-07-01,2024-07,Email,Owned,7,662,400,0.6,13965.74
2024-07-01,2024-07,Email,Owned,8,662,385,0.58,14551.45
2024-07-01,2024-07,Email,Owned,9,662,364,0.55,14263.82
2024-07-01,2024-07,Email,Owned,10,662,355,0.54,14934.13
2024-07-01,2024-07,Email,Owned,11,662,349,0.53,11984.07
2024-07-01,2024-07,Email,Owned,12,662,342,0.52,12729.23
2024-07-01,2024-07,Email,Owned,13,662,337,0.51,13011.67
2024-07-01,2024-07,Email,Owned,14,662,328,0.5,13609.36
2024-07-01,2024-07,Email,Owned,15,662,325,0.49,10972.75
2024-07-01,2024-07,Email,Owned,16,662,322,0.49,11799.35
2024-07-01,2024-07,Email,Owned,17,662,320,0.48,12170.97
2024-07-01,2024-07,Referral,Earned,0,394,394,1.0,15810.41
2024-07-01,2024-07,Referral,Earned,1,394,354,0.9,15332.77
2024-07-01,2024-07,Referral,Earned,2,394,335,0.85,15024.62
2024-07-01,2024-07,Referral,Earned,3,394,322,0.82,12221.38
2024-07-01,2024-07,Referral,Earned,4,394,307,0.78,12123.83
2024-07-01,2024-07,Referral,Earned,5,394,296,0.75,12632.18
2024-07-01,2024-07,Referral,Earned,6,394,273,0.69,12070.14
2024-07-01,2024-07,Referral,Earned,7,394,266,0.68,9926.57
2024-07-01,2024-07,Referral,Earned,8,394,258,0.65,10024.5
2024-07-01,2024-07,Referral,Earned,9,394,252,0.64,10593.98
2024-07-01,2024-07,Referral,Earned,10,394,240,0.61,10458.31
2024-07-01,2024-07,Referral,Earned,11,394,237,0.6,11082.43
2024-07-01,2024-07,Referral,Earned,12,394,233,0.59,9288.84
2024-07-01,2024-07,Referral,Earned,13,394,230,0.58,9522.68
2024-07-01,2024-07,Referral,Earned,14,394,227,0.58,10121.46
2024-07-01,2024-07,Referral,Earned,15,394,221,0.56,10193.54
2024-07-01,2024-07,Referral,Earned,16,394,219,0.56,8591.29
2024-07-01,2024-07,Referral,Earned,17,394,218,0.55,8887.06
2024-07-01,2024-07,Outbound,Sales-led,0,268,268,1.0,23802.29
2024-07-01,2024-07,Outbound,Sales-led,1,268,236,0.88,22678.29
2024-07-01,2024-07,Outbound,Sales-led,2,268,195,0.73,19423.35
2024-07-01,2024-07,Outbound,Sales-led,3,268,176,0.66,18812.09
2024-07-01,2024-07,Outbound,Sales-led,4,268,163,0.61,14239.57
2024-07-01,2024-07,Outbound,Sales-led,5,268,152,0.57,14385.17
2024-07-01,2024-07,Outbound,Sales-led,6,268,142,0.53,13937.54
2024-07-01,2024-07,Outbound,Sales-led,7,268,130,0.49,13706.12
2024-07-01,2024-07,Outbound,Sales-led,8,268,124,0.46,10652.11
2024-07-01,2024-07,Outbound,Sales-led,9,268,120,0.45,11182.09
2024-07-01,2024-07,Outbound,Sales-led,10,268,116,0.43,11216.79
2024-07-01,2024-07,Outbound,Sales-led,11,268,112,0.42,11645.36
2024-07-01,2024-07,Outbound,Sales-led,12,268,110,0.41,11823.78
2024-07-01,2024-07,Outbound,Sales-led,13,268,108,0.4,9906.72
2024-07-01,2024-07,Outbound,Sales-led,14,268,107,0.4,10190.82
2024-07-01,2024-07,Outbound,Sales-led,15,268,106,0.4,10867.25
2024-07-01,2024-07,Outbound,Sales-led,16,268,105,0.39,11133.54
2024-07-01,2024-07,Outbound,Sales-led,17,268,104,0.39,9388.46
2024-07-01,2024-07,Marketplace,Partner,0,716,716,1.0,16018.27
2024-07-01,2024-07,Marketplace,Partner,1,716,571,0.8,13856.86
2024-07-01,2024-07,Marketplace,Partner,2,716,476,0.66,11986.82
2024-07-01,2024-07,Marketplace,Partner,3,716,369,0.52,9991.86
2024-07-01,2024-07,Marketplace,Partner,4,716,325,0.45,9097.7
2024-07-01,2024-07,Marketplace,Partner,5,716,289,0.4,6903.85
2024-07-01,2024-07,Marketplace,Partner,6,716,265,0.37,6572.91
2024-07-01,2024-07,Marketplace,Partner,7,716,238,0.33,6354.42
2024-07-01,2024-07,Marketplace,Partner,8,716,227,0.32,6268.37
2024-07-01,2024-07,Marketplace,Partner,9,716,218,0.3,5125.13
2024-07-01,2024-07,Marketplace,Partner,10,716,212,0.3,5177.99
2024-07-01,2024-07,Marketplace,Partner,11,716,205,0.29,5395.66
2024-07-01,2024-07,Marketplace,Partner,12,716,202,0.28,5501.47
2024-07-01,2024-07,Marketplace,Partner,13,716,200,0.28,4626.16
2024-07-01,2024-07,Marketplace,Partner,14,716,198,0.28,4761.01
2024-07-01,2024-07,Marketplace,Partner,15,716,196,0.27,5084.5
2024-07-01,2024-07,Marketplace,Partner,16,716,195,0.27,5236.93
2024-07-01,2024-07,Marketplace,Partner,17,716,195,0.27,4436.61
2024-08-01,2024-08,Paid Search,Paid,0,1044,1044,1.0,28600.02
2024-08-01,2024-08,Paid Search,Paid,1,1044,878,0.84,26116.52
2024-08-01,2024-08,Paid Search,Paid,2,1044,747,0.72,23067.13
2024-08-01,2024-08,Paid Search,Paid,3,1044,608,0.58,20204.15
2024-08-01,2024-08,Paid Search,Paid,4,1044,542,0.52,15252.6
2024-08-01,2024-08,Paid Search,Paid,5,1044,496,0.48,14520.68
2024-08-01,2024-08,Paid Search,Paid,6,1044,457,0.44,14453.25
2024-08-01,2024-08,Paid Search,Paid,7,1044,416,0.4,13628.41
2024-08-01,2024-08,Paid Search,Paid,8,1044,396,0.38,10957.88
2024-08-01,2024-08,Paid Search,Paid,9,1044,382,0.37,11003.76
2024-08-01,2024-08,Paid Search,Paid,10,1044,371,0.36,11559.05
2024-08-01,2024-08,Paid Search,Paid,11,1044,358,0.34,11560.07
2024-08-01,2024-08,Paid Search,Paid,12,1044,353,0.34,12228.45
2024-08-01,2024-08,Paid Search,Paid,13,1044,349,0.33,9889.17
2024-08-01,2024-08,Paid Search,Paid,14,1044,345,0.33,10586.86
2024-08-01,2024-08,Paid Search,Paid,15,1044,343,0.33,10914.53
2024-08-01,2024-08,Paid Search,Paid,16,1044,340,0.33,11618.34
2024-08-01,2024-08,Paid Social,Paid,0,977,977,1.0,28843.39
2024-08-01,2024-08,Paid Social,Paid,1,977,750,0.77,18817.42
2024-08-01,2024-08,Paid Social,Paid,2,977,595,0.61,15516.27
2024-08-01,2024-08,Paid Social,Paid,3,977,455,0.47,12796.99
2024-08-01,2024-08,Paid Social,Paid,4,977,389,0.4,11325.01
2024-08-01,2024-08,Paid Social,Paid,5,977,346,0.35,8539.49
2024-08-01,2024-08,Paid Social,Paid,6,977,313,0.32,8034.24
2024-08-01,2024-08,Paid Social,Paid,7,977,291,0.3,8065.35
2024-08-01,2024-08,Paid Social,Paid,8,977,268,0.27,7692.63
2024-08-01,2024-08,Paid Social,Paid,9,977,259,0.27,6286.28
2024-08-01,2024-08,Paid Social,Paid,10,977,251,0.26,6606.02
2024-08-01,2024-08,Paid Social,Paid,11,977,247,0.25,6744.75
2024-08-01,2024-08,Paid Social,Paid,12,977,242,0.25,7103.71
2024-08-01,2024-08,Paid Social,Paid,13,977,240,0.25,5726.89
2024-08-01,2024-08,Paid Social,Paid,14,977,238,0.24,6166.47
2024-08-01,2024-08,Paid Social,Paid,15,977,237,0.24,6374.69
2024-08-01,2024-08,Paid Social,Paid,16,977,236,0.24,6831.0
2024-08-01,2024-08,Content / SEO,Organic,0,1514,1514,1.0,54726.52
2024-08-01,2024-08,Content / SEO,Organic,1,1514,1315,0.87,40193.36
2024-08-01,2024-08,Content / SEO,Organic,2,1514,1207,0.8,38393.81
2024-08-01,2024-08,Content / SEO,Organic,3,1514,1114,0.74,38307.79
2024-08-01,2024-08,Content / SEO,Organic,4,1514,967,0.64,34455.75
2024-08-01,2024-08,Content / SEO,Organic,5,1514,913,0.6,27435.57
2024-08-01,2024-08,Content / SEO,Organic,6,1514,861,0.57,26944.05
2024-08-01,2024-08,Content / SEO,Organic,7,1514,824,0.54,27910.7
2024-08-01,2024-08,Content / SEO,Organic,8,1514,763,0.5,26793.67
2024-08-01,2024-08,Content / SEO,Organic,9,1514,741,0.49,27931.64
2024-08-01,2024-08,Content / SEO,Organic,10,1514,720,0.48,22160.53
2024-08-01,2024-08,Content / SEO,Organic,11,1514,704,0.46,23483.21
2024-08-01,2024-08,Content / SEO,Organic,12,1514,689,0.46,23839.97
2024-08-01,2024-08,Content / SEO,Organic,13,1514,670,0.44,24910.02
2024-08-01,2024-08,Content / SEO,Organic,14,1514,661,0.44,20003.93
2024-08-01,2024-08,Content / SEO,Organic,15,1514,655,0.43,21511.15
2024-08-01,2024-08,Content / SEO,Organic,16,1514,649,0.43,22121.45
2024-08-01,2024-08,Email,Owned,0,704,704,1.0,27631.35
2024-08-01,2024-08,Email,Owned,1,704,622,0.88,26205.31
2024-08-01,2024-08,Email,Owned,2,704,583,0.83,20055.82
2024-08-01,2024-08,Email,Owned,3,704,544,0.77,20281.8
2024-08-01,2024-08,Email,Owned,4,704,515,0.73,19916.62
2024-08-01,2024-08,Email,Owned,5,704,462,0.66,19198.27
2024-08-01,2024-08,Email,Owned,6,704,444,0.63,15018.32
2024-08-01,2024-08,Email,Owned,7,704,426,0.61,15637.05
2024-08-01,2024-08,Email,Owned,8,704,412,0.59,15695.98
2024-08-01,2024-08,Email,Owned,9,704,389,0.55,15940.71
2024-08-01,2024-08,Email,Owned,10,704,379,0.54,16057.86
2024-08-01,2024-08,Email,Owned,11,704,372,0.53,13440.61
2024-08-01,2024-08,Email,Owned,12,704,365,0.52,13695.17
2024-08-01,2024-08,Email,Owned,13,704,354,0.5,14302.54
2024-08-01,2024-08,Email,Owned,14,704,350,0.5,14627.55
2024-08-01,2024-08,Email,Owned,15,704,346,0.49,12301.91
2024-08-01,2024-08,Email,Owned,16,704,343,0.49,12672.13
2024-08-01,2024-08,Referral,Earned,0,425,425,1.0,17896.31
2024-08-01,2024-08,Referral,Earned,1,425,382,0.9,17302.29
2024-08-01,2024-08,Referral,Earned,2,425,366,0.86,17140.01
2024-08-01,2024-08,Referral,Earned,3,425,348,0.82,13897.59
2024-08-01,2024-08,Referral,Earned,4,425,334,0.79,13851.75
2024-08-01,2024-08,Referral,Earned,5,425,320,0.75,14290.33
2024-08-01,2024-08,Referral,Earned,6,425,297,0.7,13719.61
2024-08-01,2024-08,Referral,Earned,7,425,287,0.68,11278.8
2024-08-01,2024-08,Referral,Earned,8,425,280,0.66,11433.98
2024-08-01,2024-08,Referral,Earned,9,425,273,0.64,12017.63
2024-08-01,2024-08,Referral,Earned,10,425,260,0.61,11844.91
2024-08-01,2024-08,Referral,Earned,11,425,255,0.6,9858.89
2024-08-01,2024-08,Referral,Earned,12,425,252,0.59,10130.15
2024-08-01,2024-08,Referral,Earned,13,425,248,0.58,10759.23
2024-08-01,2024-08,Referral,Earned,14,425,242,0.57,10870.8
2024-08-01,2024-08,Referral,Earned,15,425,239,0.56,9088.13
2024-08-01,2024-08,Referral,Earned,16,425,237,0.56,9376.28
2024-08-01,2024-08,Outbound,Sales-led,0,288,288,1.0,26882.66
2024-08-01,2024-08,Outbound,Sales-led,1,288,258,0.9,24988.59
2024-08-01,2024-08,Outbound,Sales-led,2,288,213,0.74,22180.75
2024-08-01,2024-08,Outbound,Sales-led,3,288,192,0.67,16967.98
2024-08-01,2024-08,Outbound,Sales-led,4,288,177,0.61,16264.06
2024-08-01,2024-08,Outbound,Sales-led,5,288,164,0.57,16263.44
2024-08-01,2024-08,Outbound,Sales-led,6,288,147,0.51,15093.92
2024-08-01,2024-08,Outbound,Sales-led,7,288,140,0.49,12168.76
2024-08-01,2024-08,Outbound,Sales-led,8,288,134,0.47,12117.91
2024-08-01,2024-08,Outbound,Sales-led,9,288,129,0.45,12604.86
2024-08-01,2024-08,Outbound,Sales-led,10,288,123,0.43,12450.62
2024-08-01,2024-08,Outbound,Sales-led,11,288,120,0.42,10255.74
2024-08-01,2024-08,Outbound,Sales-led,12,288,118,0.41,10499.28
2024-08-01,2024-08,Outbound,Sales-led,13,288,117,0.41,11262.06
2024-08-01,2024-08,Outbound,Sales-led,14,288,114,0.4,11373.71
2024-08-01,2024-08,Outbound,Sales-led,15,288,113,0.39,12096.57
2024-08-01,2024-08,Outbound,Sales-led,16,288,113,0.39,9889.96
2024-08-01,2024-08,Marketplace,Partner,0,765,765,1.0,18016.56
2024-08-01,2024-08,Marketplace,Partner,1,765,623,0.81,15242.17
