Week,Platform,Post Type,Platform Group,Format Group,Year,Quarter,Month,Posts,Impressions,Reach,Engagements,Likes,Comments,Shares,Saves,Link Clicks,Followers Gained,Followers Lost,Video Views,Mentions,Sentiment Pool
2025-01-13,Facebook,Image,Community,Static,2025,2025-Q1,2025-01,9,63015,40587,494,339,43,46,38,299,93,31,0,97,56.87
2025-01-13,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-01,11,153118,97913,1907,1332,159,177,161,665,212,80,83291,153,86.64
2025-01-13,Facebook,Text,Community,Static,2025,2025-Q1,2025-01,7,25601,17797,159,110,16,14,13,157,38,13,0,89,44.18
2025-01-13,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-01,16,77738,51841,782,532,70,81,60,377,129,45,0,202,131.8
2025-01-13,LinkedIn,Long Video,Professional,Video,2025,2025-Q1,2025-01,3,41052,24679,716,500,55,81,58,143,73,27,20576,43,33.53
2025-01-13,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-01,5,42107,27249,535,363,47,55,40,202,69,23,0,57,38.35
2025-01-20,Instagram,Image,Visual,Static,2025,2025-Q1,2025-01,12,229850,140099,6366,4491,496,621,543,968,326,121,0,179,104.37
2025-01-20,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-01,7,178134,122971,6786,4736,634,547,577,963,235,91,0,109,49.79
2025-01-20,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-01,17,471213,332530,23272,15674,2322,1934,1772,3019,632,208,294160,215,93.47
2025-01-20,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-01,17,225316,149826,6880,4882,610,532,630,1116,285,117,0,271,145.5
2025-01-20,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-01,7,71114,46957,1239,840,110,115,89,356,101,31,0,56,33.28
2025-01-20,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-01,10,210599,131458,5733,4012,448,547,519,807,284,114,109588,172,87.35
2025-01-20,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-01,7,41872,29062,574,394,55,49,36,243,59,16,0,68,32.76
2025-01-20,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-01,25,1297193,867701,88657,59516,8024,8838,6667,6746,2065,697,746204,311,184.27
2025-01-20,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-01,20,418245,309685,18285,12760,1918,1397,1524,3004,544,196,0,280,131.21
2025-01-20,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-01,11,95657,59313,1127,769,93,115,81,395,155,50,0,120,83.49
2025-01-20,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-01,12,185683,128632,3695,2534,350,316,284,1061,179,67,111973,222,73.07
2025-01-20,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-01,9,43208,27382,405,276,36,41,30,160,71,23,0,97,66.58
2025-01-20,Facebook,Image,Community,Static,2025,2025-Q1,2025-01,8,65665,40254,438,313,33,40,41,243,97,39,0,126,72.2
2025-01-20,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-01,6,52747,36498,577,404,53,46,55,303,52,22,0,111,46.88
2025-01-20,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-01,12,144254,102034,1912,1282,205,162,115,1043,197,59,99318,160,70.32
2025-01-20,Facebook,Text,Community,Static,2025,2025-Q1,2025-01,7,30404,19468,168,119,13,14,15,107,43,16,0,107,70.47
2025-01-20,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-01,13,65084,43468,520,361,46,40,46,309,72,32,0,255,99.72
2025-01-20,Facebook,Long Video,Community,Video,2025,2025-Q1,2025-01,2,17325,9912,123,85,9,13,9,49,28,9,8420,24,17.16
2025-01-20,LinkedIn,Carousel,Professional,Static,2025,2025-Q1,2025-01,5,65824,42279,1784,1212,157,175,127,323,104,33,0,48,31.27
2025-01-20,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-01,5,190636,126467,7697,5220,686,821,568,904,329,111,105387,62,41.87
2025-01-20,LinkedIn,Long Video,Professional,Video,2025,2025-Q1,2025-01,1,13312,8425,257,181,21,31,23,57,8,3,7386,17,3.18
2025-01-27,Instagram,Image,Visual,Static,2025,2025-Q1,2025-01,12,199083,134839,5253,3586,526,397,395,1234,222,71,0,132,48.02
2025-01-27,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-01,9,193132,124340,8371,5711,714,783,612,878,287,91,0,99,55.75
2025-01-27,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-01,19,615465,392818,29798,20487,2541,2815,2300,2785,860,289,338854,234,140.02
2025-01-27,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-01,20,241513,166006,8317,5696,793,730,626,1409,352,114,0,225,112.02
2025-01-27,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-01,9,114374,70702,1987,1420,159,203,181,476,135,50,0,136,64.55
2025-01-27,LinkedIn,Carousel,Professional,Static,2025,2025-Q1,2025-01,5,83713,58806,1979,1442,189,141,204,482,90,32,0,74,19.67
2025-01-27,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-01,9,172198,130931,5411,3707,595,440,414,1080,250,84,103677,104,43.91
2025-01-27,LinkedIn,Long Video,Professional,Video,2025,2025-Q1,2025-01,2,26809,16110,468,323,35,53,38,82,48,17,12415,29,22.51
2025-01-27,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-01,7,46787,27969,620,436,47,56,53,180,60,21,0,99,51.75
2025-01-27,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-01,21,1266782,785284,74697,52129,5731,7025,6660,4533,1670,666,642051,354,179.47
2025-01-27,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-01,28,601757,385584,26867,18278,2341,2590,1969,2902,888,285,0,293,194.55
2025-01-27,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-01,9,91078,59017,1106,798,95,95,105,421,113,40,0,124,61.69
2025-01-27,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-01,16,238944,165260,5307,3558,449,519,397,1198,393,131,134755,189,106.93
2025-01-27,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-01,7,41904,27576,372,263,31,31,33,197,54,21,0,111,49.17
2025-01-27,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-01,6,248802,172939,8418,5816,805,663,723,1459,302,128,150218,108,45.99
2025-01-27,Facebook,Image,Community,Static,2025,2025-Q1,2025-01,7,55420,39981,423,299,42,32,31,312,65,20,0,86,27.64
2025-01-27,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-01,7,62066,43748,770,525,68,68,57,344,94,32,0,73,39.36
2025-01-27,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-01,14,190392,122985,2670,1834,229,230,210,865,253,88,102732,184,91.2
2025-01-27,Facebook,Text,Community,Static,2025,2025-Q1,2025-01,7,29692,21141,166,116,17,12,14,180,39,15,0,102,43.02
2025-01-27,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-01,14,62597,41940,583,390,54,53,42,353,88,28,0,169,86.01
2025-01-27,Facebook,Long Video,Community,Video,2025,2025-Q1,2025-01,3,25968,15447,199,139,15,22,16,86,44,16,12849,41,31.31
2025-02-03,Instagram,Image,Visual,Static,2025,2025-Q1,2025-02,15,255639,167242,8200,5545,771,857,596,1394,439,147,0,213,135.79
2025-02-03,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-02,9,225197,135835,9454,6687,727,931,826,802,320,121,0,135,77.84
2025-02-03,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-02,15,530190,358706,24248,17358,2152,1956,2310,2678,691,295,303349,275,156.71
2025-02-03,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-02,20,269881,157558,7926,5559,577,759,677,838,402,146,0,270,148.51
2025-02-03,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-02,7,76783,51395,1146,788,112,83,87,449,74,24,0,100,32.18
2025-02-03,LinkedIn,Carousel,Professional,Static,2025,2025-Q1,2025-02,7,92081,60136,2341,1583,207,209,164,436,127,39,0,72,36.38
2025-02-03,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-02,12,247157,156183,6855,4689,580,632,515,1103,332,104,135486,134,90.57
2025-02-03,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-02,7,44862,30849,570,399,55,45,47,255,54,20,0,91,36.44
2025-02-03,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-02,20,1077672,814499,72380,50217,7830,5811,5855,8261,1525,527,728352,210,86.88
2025-02-03,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-02,23,602445,392960,22281,16225,1932,1817,2281,2766,809,354,0,352,177.29
2025-02-03,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-02,10,83004,51136,944,632,76,87,64,459,110,33,0,101,55.23
2025-02-03,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-02,13,219855,130145,4024,2817,293,385,348,699,283,109,107770,198,112.51
2025-02-03,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-02,7,33699,22519,303,208,26,25,22,174,42,14,0,81,34.35
2025-02-03,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-02,7,257790,182047,10204,6789,999,940,813,1662,403,127,161992,78,41.87
2025-02-03,Facebook,Image,Community,Static,2025,2025-Q1,2025-02,9,67292,41052,530,365,43,55,41,275,109,34,0,100,69.59
2025-02-03,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-02,5,51358,31868,537,381,41,46,50,185,63,24,0,75,33.46
2025-02-03,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-02,9,120232,82203,1449,992,130,119,118,646,148,59,69314,143,59.29
2025-02-03,Facebook,Long Video,Community,Video,2025,2025-Q1,2025-02,1,7547,4147,50,33,3,5,3,49,11,3,5621,11,7.3
2025-02-03,Facebook,Text,Community,Static,2025,2025-Q1,2025-02,7,26991,17317,168,114,14,16,12,125,42,12,0,64,41.86
2025-02-03,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-02,14,75973,46596,662,460,53,63,55,284,101,37,0,193,115.82
2025-02-03,LinkedIn,Long Video,Professional,Video,2025,2025-Q1,2025-02,3,36321,21298,619,428,44,70,50,92,64,24,16832,43,30.53
2025-02-10,Instagram,Image,Visual,Static,2025,2025-Q1,2025-02,13,248485,160953,6347,4453,531,524,493,1087,288,110,0,233,101.07
2025-02-10,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-02,7,169320,119773,6914,4692,684,508,511,1046,186,58,0,80,25.83
2025-02-10,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-02,19,618863,427485,31390,21235,2655,2854,2207,2997,955,296,340655,189,106.84
2025-02-10,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-02,17,209866,147775,7059,4866,687,577,566,1237,261,85,0,207,81.78
2025-02-10,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-02,9,100720,64605,1894,1283,171,197,140,482,169,57,0,127,83.35
2025-02-10,LinkedIn,Carousel,Professional,Static,2025,2025-Q1,2025-02,6,95408,57667,2251,1593,173,203,192,390,118,44,0,89,43.97
2025-02-10,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-02,8,194080,129217,5092,3649,452,400,488,962,283,121,109216,137,75.25
2025-02-10,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-02,7,39137,24767,535,356,48,53,35,223,59,17,0,85,48.37
2025-02-10,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-02,25,1517550,928064,83432,57006,6697,7099,6252,5894,2190,741,797453,297,204
2025-02-10,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-02,24,530634,356642,22582,15409,2076,1912,1677,2794,702,221,0,273,117.04
2025-02-10,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-02,12,117164,70156,1342,936,109,136,107,514,173,60,0,165,101.59
2025-02-10,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-02,12,202046,150711,4100,2871,434,319,348,1493,269,94,131798,173,81.25
2025-02-10,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-02,8,43211,26717,404,283,32,41,34,185,66,23,0,105,67.33
2025-02-10,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-02,5,237926,146987,7612,5396,604,660,694,906,283,116,121610,81,39.44
2025-02-10,Facebook,Image,Community,Static,2025,2025-Q1,2025-02,10,86079,54579,657,470,55,64,59,373,121,48,0,153,86.51
2025-02-10,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-02,7,71770,51804,805,567,81,62,70,466,100,39,0,108,48.01
2025-02-10,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-02,12,152184,104700,2111,1418,204,197,157,936,233,74,93438,139,74.45
2025-02-10,Facebook,Text,Community,Static,2025,2025-Q1,2025-02,7,35308,22349,206,149,18,18,21,151,48,21,0,126,62.29
2025-02-10,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-02,11,59757,43304,515,364,52,40,45,387,79,31,0,179,76.39
2025-02-10,Facebook,Long Video,Community,Video,2025,2025-Q1,2025-02,4,35607,21189,274,188,24,31,23,145,62,23,19546,55,40.98
2025-02-17,Instagram,Image,Visual,Static,2025,2025-Q1,2025-02,11,180531,127858,5507,3653,553,478,380,1200,253,82,0,132,59.96
2025-02-17,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-02,11,249581,150263,11044,7524,895,1162,799,1156,404,133,0,127,88.56
2025-02-17,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-02,17,638267,378376,26808,18891,1999,2548,2328,2122,867,324,325179,251,137.7
2025-02-17,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-02,24,289277,181707,9937,6684,825,986,649,1343,449,135,0,234,152.84
2025-02-17,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-02,9,115538,74797,1931,1365,158,181,169,486,161,66,0,158,63.5
2025-02-17,LinkedIn,Carousel,Professional,Static,2025,2025-Q1,2025-02,7,108383,76149,2811,1983,272,227,246,654,112,34,0,77,23.26
2025-02-17,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-02,11,240752,166615,7205,4942,696,646,479,1432,364,103,129507,103,55.01
2025-02-17,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-02,6,44376,28333,585,418,48,48,56,188,53,19,0,100,46.04
2025-02-17,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-02,18,1241541,824099,68779,49037,6109,5577,6442,6019,1737,733,700986,296,155.9
2025-02-17,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-02,23,549304,334865,22712,15682,1816,2261,1709,2044,828,280,0,279,174.75
2025-02-17,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-02,9,88116,60921,1055,734,99,90,86,521,85,29,0,139,42.57
2025-02-17,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-02,16,277855,177921,5735,3914,499,564,429,1084,444,146,143524,172,115.83
2025-02-17,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-02,9,51952,34519,434,309,38,34,35,267,57,20,0,138,54.44
2025-02-17,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-02,7,303220,219535,10375,7253,1053,773,870,1989,372,132,191699,105,50.45
2025-02-17,Facebook,Image,Community,Static,2025,2025-Q1,2025-02,7,51908,35141,392,268,36,32,26,345,65,18,0,83,35.89
2025-02-17,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-02,11,168347,107483,2150,1504,157,173,185,564,230,87,83030,161,96.42
2025-02-17,Facebook,Text,Community,Static,2025,2025-Q1,2025-02,7,30373,21210,178,118,16,15,11,181,38,11,0,73,28.19
2025-02-17,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-02,17,88508,54917,800,539,66,78,57,368,133,42,0,165,108.38
2025-02-17,LinkedIn,Long Video,Professional,Video,2025,2025-Q1,2025-02,3,41495,24020,708,492,49,81,60,111,47,17,19678,45,31.22
2025-02-17,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-02,6,53950,35677,657,439,60,64,42,208,87,25,0,55,35.33
2025-02-17,Facebook,Long Video,Community,Video,2025,2025-Q1,2025-02,2,16947,10599,111,77,9,10,10,62,21,8,8317,32,15.39
2025-02-24,Instagram,Image,Visual,Static,2025,2025-Q1,2025-02,13,246549,159863,7431,5111,633,734,589,1139,369,129,0,167,94.23
2025-02-24,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-02,10,256361,163394,10790,7597,898,1023,943,1093,360,139,0,169,93.56
2025-02-24,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-02,16,564778,402056,27973,19486,2773,2350,2358,3574,765,284,351977,215,90.4
2025-02-24,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-02,22,333190,207704,11228,8036,906,1105,1004,1542,490,192,0,351,210.06
2025-02-24,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-02,7,73145,54883,1345,907,145,110,106,483,101,34,0,97,39.96
2025-02-24,LinkedIn,Carousel,Professional,Static,2025,2025-Q1,2025-02,7,96580,58724,2503,1684,228,251,170,462,146,46,0,73,47.57
2025-02-24,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-02,10,236879,138351,5896,4130,431,562,479,739,311,109,129407,135,73.83
2025-02-24,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-02,7,42478,30876,567,383,58,45,39,297,52,19,0,109,40.84
2025-02-24,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-02,22,1356333,917686,84922,58234,7867,7434,6460,7440,1946,639,791129,260,121.16
2025-02-24,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-02,23,590957,401627,26011,18507,2385,2250,2336,3180,777,297,0,281,119.66
2025-02-24,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-02,12,106319,71478,1404,941,126,139,98,542,174,57,0,148,90.57
2025-02-24,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-02,11,236765,158070,4267,2985,385,346,366,1131,321,120,133908,168,84.27
2025-02-24,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-02,8,36645,23844,355,235,34,35,23,197,57,18,0,114,61.74
2025-02-24,Facebook,Image,Community,Static,2025,2025-Q1,2025-02,11,93587,57825,755,526,61,67,61,368,126,46,0,155,84.07
2025-02-24,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-02,6,72924,47865,776,545,66,62,66,347,82,30,0,92,35.99
2025-02-24,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-02,9,135748,99512,1729,1197,180,130,137,919,192,65,86959,114,51.8
2025-02-24,Facebook,Long Video,Community,Video,2025,2025-Q1,2025-02,3,25415,16117,200,135,16,22,14,111,41,13,13643,37,22.42
2025-02-24,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-02,10,64068,40519,525,379,42,48,50,264,86,37,0,168,85.86
2025-02-24,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-02,6,248484,163750,9307,6256,847,886,631,1332,390,118,143633,56,35.72
2025-02-24,Facebook,Text,Community,Static,2025,2025-Q1,2025-02,6,25189,15115,153,104,12,17,11,120,41,13,0,70,47.84
2025-02-24,LinkedIn,Long Video,Professional,Video,2025,2025-Q1,2025-02,1,12899,7372,220,154,16,26,19,36,20,8,6260,16,11.4
2025-03-03,Instagram,Image,Visual,Static,2025,2025-Q1,2025-03,11,203228,137970,5708,3964,520,365,535,1075,259,105,0,194,100.87
2025-03-03,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-03,8,183220,126049,7884,5222,845,662,498,1280,242,85,0,109,46.14
2025-03-03,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-03,21,710690,456334,36254,24553,2773,3679,2580,3209,1178,367,452474,219,147.5
2025-03-03,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-03,19,224731,156453,7443,4962,767,589,490,1501,276,78,0,237,91.94
2025-03-03,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-03,9,112349,69772,1852,1276,149,177,149,443,151,54,0,122,64.66
2025-03-03,LinkedIn,Carousel,Professional,Static,2025,2025-Q1,2025-03,5,77871,49809,2005,1396,165,192,167,325,113,41,0,86,47.7
2025-03-03,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-03,9,197904,141447,5830,4016,582,478,465,1223,261,86,123383,111,46.19
2025-03-03,LinkedIn,Long Video,Professional,Video,2025,2025-Q1,2025-03,1,13902,7641,221,152,15,22,18,32,20,7,6403,11,7.31
2025-03-03,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-03,21,1417423,826802,81111,56659,5919,8287,6713,4385,2110,765,814462,275,155.26
2025-03-03,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-03,27,580595,358288,25013,16637,2154,2410,1579,2980,851,250,0,245,153.59
2025-03-03,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-03,10,101888,62740,1117,777,85,104,99,370,130,50,0,166,84.12
2025-03-03,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-03,14,248932,170458,4917,3377,463,417,370,1378,334,109,145409,169,71.38
2025-03-03,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-03,9,54222,35207,498,352,43,48,43,244,77,30,0,143,79.2
2025-03-03,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-03,5,284131,191070,9059,6674,809,684,972,1407,312,147,163476,81,25.42
2025-03-03,Facebook,Image,Community,Static,2025,2025-Q1,2025-03,8,65445,44249,471,325,44,40,37,343,77,31,0,144,63.16
2025-03-03,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-03,7,66900,44891,752,513,68,62,56,386,83,28,0,81,33.76
2025-03-03,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-03,13,181960,118026,2343,1575,210,214,156,897,283,86,101847,119,76.76
2025-03-03,Facebook,Text,Community,Static,2025,2025-Q1,2025-03,7,33486,22331,185,131,17,15,16,174,40,16,0,119,52.11
2025-03-03,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-03,12,66445,46309,593,406,57,48,46,397,86,28,0,146,56.61
2025-03-03,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-03,6,37657,25414,571,387,52,59,42,203,63,20,0,64,41.98
2025-03-03,Facebook,Long Video,Community,Video,2025,2025-Q1,2025-03,4,34664,21644,278,191,23,31,22,142,57,19,18354,52,34.39
2025-03-10,Instagram,Image,Visual,Static,2025,2025-Q1,2025-03,14,262286,170367,7714,5227,682,721,537,1303,378,115,0,139,81.35
2025-03-10,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-03,12,297053,190250,12632,8660,1070,1196,986,1244,402,140,0,162,83.3
2025-03-10,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-03,17,670138,422809,31168,22052,2556,2920,2698,2845,915,344,358900,244,136.38
2025-03-10,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-03,22,293833,194896,10948,7417,977,1122,805,1459,495,165,0,270,177.22
2025-03-10,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-03,8,105129,70211,1661,1190,147,135,157,527,122,51,0,144,82.71
2025-03-10,LinkedIn,Carousel,Professional,Static,2025,2025-Q1,2025-03,6,83648,59128,2189,1470,235,179,148,602,110,38,0,99,41.91
2025-03-10,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-03,13,279284,178193,8338,5581,695,833,553,1395,448,137,178163,131,86.26
2025-03-10,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-03,6,41600,27878,529,368,46,44,49,207,43,20,0,122,55.38
2025-03-10,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-03,20,1298792,894633,80204,55924,7520,6779,6794,7303,1670,583,786412,256,111.75
2025-03-10,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-03,27,741551,458728,31062,21854,2638,2965,2719,3168,1034,394,0,411,235.19
2025-03-10,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-03,10,90085,67773,1145,775,123,92,89,691,125,42,0,133,55.35
2025-03-10,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-03,12,230550,141355,4428,3052,358,444,338,877,358,123,130700,150,96.42
2025-03-10,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-03,7,37966,27204,335,232,36,24,27,248,44,19,0,124,45.1
2025-03-10,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-03,7,307171,205423,10478,7143,956,875,775,1615,395,127,189943,83,33.64
2025-03-10,Facebook,Image,Community,Static,2025,2025-Q1,2025-03,9,66517,44417,552,369,50,53,41,352,104,36,0,128,71.89
2025-03-10,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-03,7,74986,46556,863,595,73,87,67,374,116,40,0,91,56.41
2025-03-10,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-03,9,157492,99975,1803,1303,148,170,174,650,228,95,85426,154,85.6
2025-03-10,Facebook,Text,Community,Static,2025,2025-Q1,2025-03,7,28917,20002,180,117,20,16,11,190,40,14,0,91,43.54
2025-03-10,Facebook,Story,Community,Ephemeral,2025,2025-Q1,2025-03,15,86551,54428,830,569,62,87,64,359,147,49,0,175,123.86
2025-03-10,LinkedIn,Long Video,Professional,Video,2025,2025-Q1,2025-03,2,29945,17108,494,346,35,52,42,83,47,17,14526,24,17.12
2025-03-17,Instagram,Image,Visual,Static,2025,2025-Q1,2025-03,11,236169,141268,6056,4275,453,557,531,772,339,132,0,158,94.61
2025-03-17,Instagram,Carousel,Visual,Static,2025,2025-Q1,2025-03,8,195755,132794,7903,5453,701,649,736,985,240,97,0,141,58.85
2025-03-17,Instagram,Short Video,Visual,Video,2025,2025-Q1,2025-03,18,602851,396577,27285,18398,2637,2256,1953,3894,718,219,407656,228,94.82
2025-03-17,Instagram,Story,Visual,Ephemeral,2025,2025-Q1,2025-03,20,277831,184381,8951,6215,772,791,730,1326,368,146,0,384,190.15
2025-03-17,LinkedIn,Image,Professional,Static,2025,2025-Q1,2025-03,8,104719,71928,1882,1310,181,167,132,618,154,47,0,80,43.94
2025-03-17,LinkedIn,Short Video,Professional,Video,2025,2025-Q1,2025-03,11,296360,186200,8550,6095,699,714,775,1205,364,131,158035,157,79.65
2025-03-17,LinkedIn,Text,Professional,Static,2025,2025-Q1,2025-03,7,44266,32219,638,437,59,55,48,261,65,20,0,84,39.39
2025-03-17,TikTok,Short Video,Short Video,Video,2025,2025-Q1,2025-03,25,1494535,929192,93995,62818,7633,9322,6144,7032,2257,681,920630,243,156.11
2025-03-17,TikTok,Story,Short Video,Ephemeral,2025,2025-Q1,2025-03,22,522139,355243,21023,14318,2139,1592,1559,3324,580,185,0,303,110.95
2025-03-17,X (Twitter),Image,Conversation,Static,2025,2025-Q1,2025-03,11,112388,72809,1413,971,124,141,110,406,143,48,0,130,88.43
2025-03-17,X (Twitter),Short Video,Conversation,Video,2025,2025-Q1,2025-03,13,266549,182902,5207,3715,479,434,390,1484,333,111,160851,160,72.28
2025-03-17,X (Twitter),Text,Conversation,Static,2025,2025-Q1,2025-03,10,54752,34758,554,378,47,49,42,226,74,25,0,120,61.02
2025-03-17,YouTube,Short Video,Video,Video,2025,2025-Q1,2025-03,7,343725,211438,12136,8451,978,1198,996,1322,512,176,206467,89,54.93
2025-03-17,Facebook,Image,Community,Static,2025,2025-Q1,2025-03,11,98399,63831,779,546,58,63,67,348,119,45,0,169,73
2025-03-17,Facebook,Carousel,Community,Static,2025,2025-Q1,2025-03,6,67624,45934,714,502,65,56,50,375,75,25,0,86,33.68
2025-03-17,Facebook,Short Video,Community,Video,2025,2025-Q1,2025-03,11,167215,119749,2247,1486,194,190,145,855,235,64,103056,111,49.58
