Month,Channel,Device,Country,Year,Quarter,Month Label,Sessions,Users,New Users,Pageviews,Bounces,Session Seconds,Goal Completions,Goal Value
2025-01-01,Organic Search,Mobile,United States,2025,2025-Q1,2025-01,85343,69969,42398,220094,39852,15623035,2655,252619.86
2025-01-01,Organic Search,Mobile,United Kingdom,2025,2025-Q1,2025-01,29029,23613,14217,75680,13472,5178267,934,89083.23
2025-01-01,Organic Search,Mobile,Germany,2025,2025-Q1,2025-01,18766,15487,9375,48282,8833,3373233,589,56112.51
2025-01-01,Organic Search,Mobile,India,2025,2025-Q1,2025-01,24503,20014,12087,63315,11433,4389838,768,73716.9
2025-01-01,Organic Search,Mobile,Australia,2025,2025-Q1,2025-01,10884,8883,5455,27936,5020,2012768,342,32119.24
2025-01-01,Organic Search,Mobile,Canada,2025,2025-Q1,2025-01,15371,12527,7562,39477,7126,2756013,486,46551
2025-01-01,Organic Search,Tablet,United States,2025,2025-Q1,2025-01,12955,10747,6535,40617,5360,2351198,397,38239.85
2025-01-01,Organic Search,Tablet,United Kingdom,2025,2025-Q1,2025-01,4505,3665,2234,14020,1825,812466,141,13383.68
2025-01-01,Organic Search,Tablet,Germany,2025,2025-Q1,2025-01,2884,2363,1437,8891,1179,537676,87,8187.72
2025-01-01,Organic Search,Tablet,India,2025,2025-Q1,2025-01,3941,3225,1930,12693,1606,693938,125,12028.56
2025-01-01,Organic Search,Tablet,Australia,2025,2025-Q1,2025-01,1691,1386,843,5260,694,310015,52,5005.9
2025-01-01,Organic Search,Tablet,Canada,2025,2025-Q1,2025-01,2381,1945,1173,7355,982,424290,72,6921.2
2025-01-01,Paid Search,Desktop,United States,2025,2025-Q1,2025-01,26772,21874,15271,61372,12838,3833391,1125,107024.13
2025-01-01,Paid Search,Desktop,United Kingdom,2025,2025-Q1,2025-01,9462,7704,5370,22160,4484,1343179,404,38004.06
2025-01-01,Paid Search,Desktop,Germany,2025,2025-Q1,2025-01,5950,4850,3378,13767,2844,846620,255,24009.36
2025-01-01,Paid Search,Desktop,India,2025,2025-Q1,2025-01,7979,6574,4539,18578,3839,1104650,339,32708.87
2025-01-01,Paid Search,Desktop,Australia,2025,2025-Q1,2025-01,3491,2860,2002,7991,1680,502458,146,14066.01
2025-01-01,Paid Search,Desktop,Canada,2025,2025-Q1,2025-01,4923,4022,2796,11480,2359,688002,204,19381.55
2025-01-01,Paid Search,Mobile,United States,2025,2025-Q1,2025-01,34467,28342,19464,65334,18817,4789665,1461,138739.42
2025-01-01,Paid Search,Mobile,United Kingdom,2025,2025-Q1,2025-01,11578,9454,6532,22279,6377,1610332,486,46615.53
2025-01-01,Paid Search,Mobile,Germany,2025,2025-Q1,2025-01,7425,6025,4229,14095,3973,1061072,319,30215.97
2025-01-01,Paid Search,Mobile,India,2025,2025-Q1,2025-01,10163,8290,5732,19448,5547,1431434,434,41099.47
2025-01-01,Paid Search,Mobile,Australia,2025,2025-Q1,2025-01,4438,3610,2503,8535,2411,618085,192,18163.08
2025-01-01,Paid Search,Mobile,Canada,2025,2025-Q1,2025-01,6086,5053,3515,11489,3333,853702,253,24341.02
2025-01-01,Paid Search,Tablet,United States,2025,2025-Q1,2025-01,5276,4326,3026,12207,2502,749120,221,20942.43
2025-01-01,Paid Search,Tablet,United Kingdom,2025,2025-Q1,2025-01,1897,1557,1065,4485,915,262129,82,7866.05
2025-01-01,Paid Search,Tablet,Germany,2025,2025-Q1,2025-01,1169,962,670,2691,559,162961,47,4450.91
2025-01-01,Paid Search,Tablet,India,2025,2025-Q1,2025-01,1542,1269,876,3533,745,215403,65,6291.11
2025-01-01,Paid Search,Tablet,Australia,2025,2025-Q1,2025-01,698,568,395,1625,329,99794,29,2742.77
2025-01-01,Paid Search,Tablet,Canada,2025,2025-Q1,2025-01,962,788,545,2252,462,135343,44,4214.72
2025-01-01,Direct,Desktop,United States,2025,2025-Q1,2025-01,33330,27153,9117,121636,11940,7543318,1287,121253.66
2025-01-01,Direct,Desktop,United Kingdom,2025,2025-Q1,2025-01,11576,9535,3144,41461,4205,2571626,443,42969.21
2025-01-01,Direct,Desktop,Germany,2025,2025-Q1,2025-01,7323,5999,2013,26426,2649,1651709,278,26644.14
2025-01-01,Direct,Desktop,India,2025,2025-Q1,2025-01,9841,8090,2683,35712,3547,2174832,366,35114.02
2025-01-01,Direct,Desktop,Australia,2025,2025-Q1,2025-01,4532,3703,1225,16716,1618,998120,180,17120.36
2025-01-01,Direct,Desktop,Canada,2025,2025-Q1,2025-01,6089,4996,1649,22179,2199,1343960,239,22727.51
2025-01-01,Direct,Mobile,United States,2025,2025-Q1,2025-01,42364,34399,11578,126150,17197,9610161,1637,155282.14
2025-01-01,Direct,Mobile,United Kingdom,2025,2025-Q1,2025-01,14575,11853,3930,43184,5944,3220116,550,52102.86
2025-01-01,Direct,Mobile,Germany,2025,2025-Q1,2025-01,9311,7574,2513,27975,3798,2069686,362,34524.71
2025-01-01,Direct,Mobile,India,2025,2025-Q1,2025-01,11978,9868,3267,35049,4921,2709197,455,43454.3
2025-01-01,Direct,Mobile,Australia,2025,2025-Q1,2025-01,5467,4470,1492,16328,2247,1228761,209,19984.19
2025-01-01,Direct,Mobile,Canada,2025,2025-Q1,2025-01,7530,6173,2056,22243,3049,1699729,289,27367.3
2025-01-01,Direct,Tablet,United States,2025,2025-Q1,2025-01,6488,5290,1758,23388,2327,1457396,252,24142.97
2025-01-01,Direct,Tablet,United Kingdom,2025,2025-Q1,2025-01,2248,1862,617,8133,813,500917,83,7950.57
2025-01-01,Direct,Tablet,Germany,2025,2025-Q1,2025-01,1462,1188,396,5368,522,330531,58,5556.49
2025-01-01,Direct,Tablet,India,2025,2025-Q1,2025-01,1932,1586,524,7098,694,426539,73,6922.19
2025-01-01,Direct,Tablet,Australia,2025,2025-Q1,2025-01,875,717,238,3247,315,191385,37,3579.74
2025-01-01,Direct,Tablet,Canada,2025,2025-Q1,2025-01,1174,962,319,4228,423,265800,44,4133.01
2025-01-01,Social,Desktop,United States,2025,2025-Q1,2025-01,18476,15164,11536,33221,12159,1384488,201,19477.53
2025-01-01,Social,Desktop,United Kingdom,2025,2025-Q1,2025-01,6440,5293,4025,11559,4278,490536,71,6781.27
2025-01-01,Social,Desktop,Germany,2025,2025-Q1,2025-01,4184,3398,2574,7763,2753,312385,48,4542.3
2025-01-01,Social,Desktop,India,2025,2025-Q1,2025-01,5550,4584,3482,10257,3645,414181,63,5984.72
2025-01-01,Social,Desktop,Australia,2025,2025-Q1,2025-01,2500,2044,1537,4537,1647,186333,29,2785.16
2025-01-01,Social,Desktop,Canada,2025,2025-Q1,2025-01,3411,2769,2129,6183,2233,257353,39,3704.88
2025-01-01,Social,Mobile,United States,2025,2025-Q1,2025-01,23866,19513,14747,35832,17838,1793693,265,25037.32
2025-01-01,Social,Mobile,United Kingdom,2025,2025-Q1,2025-01,7824,6439,4917,11558,5879,599176,86,8181.13
2025-01-01,Social,Mobile,Germany,2025,2025-Q1,2025-01,5151,4218,3215,7613,3860,387579,59,5664.48
2025-01-01,Social,Mobile,India,2025,2025-Q1,2025-01,6753,5524,4236,9958,5024,522944,78,7369.79
2025-01-01,Social,Mobile,Australia,2025,2025-Q1,2025-01,3078,2517,1897,4643,2313,229838,35,3384.95
2025-01-01,Social,Mobile,Canada,2025,2025-Q1,2025-01,4200,3446,2642,6342,3173,319286,46,4389.29
2025-01-01,Social,Tablet,United States,2025,2025-Q1,2025-01,3706,3012,2303,6797,2429,284485,41,3878.6
2025-01-01,Social,Tablet,United Kingdom,2025,2025-Q1,2025-01,1252,1024,777,2288,823,94896,13,1214.68
2025-01-01,Social,Tablet,Germany,2025,2025-Q1,2025-01,837,682,516,1555,552,62008,0,0
2025-01-01,Social,Tablet,India,2025,2025-Q1,2025-01,1040,854,658,1886,685,79791,5,473.41
2025-01-01,Social,Tablet,Australia,2025,2025-Q1,2025-01,485,397,302,885,319,36906,0,0
2025-01-01,Social,Tablet,Canada,2025,2025-Q1,2025-01,658,531,410,1190,429,51036,0,0
2025-01-01,Referral,Desktop,United States,2025,2025-Q1,2025-01,8539,6966,4493,22912,4425,1340806,167,15898.01
2025-01-01,Referral,Desktop,United Kingdom,2025,2025-Q1,2025-01,2879,2361,1507,7645,1476,446401,57,5414.14
2025-01-01,Referral,Desktop,Germany,2025,2025-Q1,2025-01,1868,1530,982,4929,974,292365,37,3569.24
2025-01-01,Referral,Desktop,India,2025,2025-Q1,2025-01,2394,1945,1271,6259,1235,378398,43,4077.15
2025-01-01,Referral,Desktop,Australia,2025,2025-Q1,2025-01,1100,901,588,2904,568,176692,24,2268.05
2025-01-01,Referral,Desktop,Canada,2025,2025-Q1,2025-01,1500,1216,780,3962,771,234114,30,2853.09
2025-01-01,Referral,Mobile,United States,2025,2025-Q1,2025-01,10307,8438,5427,22076,6126,1628245,198,19250.75
2025-01-01,Referral,Mobile,United Kingdom,2025,2025-Q1,2025-01,3542,2893,1876,7640,2077,561065,67,6307.19
2025-01-01,Referral,Mobile,Germany,2025,2025-Q1,2025-01,2294,1882,1210,4992,1355,357362,43,4105.11
2025-01-01,Referral,Mobile,India,2025,2025-Q1,2025-01,3036,2491,1599,6583,1794,470987,59,5670.46
2025-01-01,Referral,Mobile,Australia,2025,2025-Q1,2025-01,1323,1088,701,2830,793,210614,29,2814.13
2025-01-01,Referral,Mobile,Canada,2025,2025-Q1,2025-01,1873,1523,991,4058,1094,293794,37,3546.59
2025-01-01,Referral,Tablet,United States,2025,2025-Q1,2025-01,1651,1351,862,4412,859,250238,33,3145.04
2025-01-01,Referral,Tablet,United Kingdom,2025,2025-Q1,2025-01,548,453,294,1436,283,87202,4,389.24
2025-01-01,Referral,Tablet,Germany,2025,2025-Q1,2025-01,360,292,187,936,190,57886,0,0
2025-01-01,Referral,Tablet,India,2025,2025-Q1,2025-01,470,382,250,1240,243,74291,0,0
2025-01-01,Referral,Tablet,Australia,2025,2025-Q1,2025-01,211,170,106,549,111,33092,0,0
2025-01-01,Referral,Tablet,Canada,2025,2025-Q1,2025-01,296,248,160,777,154,46008,0,0
2025-01-01,Email,Desktop,United States,2025,2025-Q1,2025-01,11662,9565,2043,34329,3845,2335424,684,65647.35
2025-01-01,Email,Desktop,United Kingdom,2025,2025-Q1,2025-01,3895,3189,690,11464,1279,795157,231,22231.28
2025-01-01,Email,Desktop,Germany,2025,2025-Q1,2025-01,2519,2046,446,7310,823,525715,146,13862.49
2025-01-01,Email,Desktop,India,2025,2025-Q1,2025-01,3311,2683,576,9823,1087,671264,196,18593.8
2025-01-01,Email,Desktop,Australia,2025,2025-Q1,2025-01,1478,1216,259,4284,489,304216,87,8291.43
2025-01-01,Email,Desktop,Canada,2025,2025-Q1,2025-01,2048,1689,363,6008,685,420349,118,11418.62
2025-01-01,Email,Mobile,United States,2025,2025-Q1,2025-01,14361,11775,2525,34434,5382,2932237,830,79287.67
2025-01-01,Email,Mobile,United Kingdom,2025,2025-Q1,2025-01,4825,3927,841,11753,1820,970799,291,27872.47
2025-01-01,Email,Mobile,Germany,2025,2025-Q1,2025-01,3090,2548,550,7364,1160,629383,178,17023.82
2025-01-01,Email,Mobile,India,2025,2025-Q1,2025-01,4204,3420,734,10181,1575,855209,252,24108.01
2025-01-01,Email,Mobile,Australia,2025,2025-Q1,2025-01,1877,1536,331,4537,703,384124,110,10320.15
2025-01-01,Email,Mobile,Canada,2025,2025-Q1,2025-01,2607,2131,452,6374,983,519606,153,14701.63
2025-01-01,Email,Tablet,United States,2025,2025-Q1,2025-01,2261,1858,401,6593,749,470044,131,12491.01
2025-01-01,Email,Tablet,United Kingdom,2025,2025-Q1,2025-01,763,617,133,2235,245,155385,46,4312.65
2025-01-01,Email,Tablet,Germany,2025,2025-Q1,2025-01,495,410,89,1447,165,101024,29,2765.17
2025-01-01,Email,Tablet,India,2025,2025-Q1,2025-01,646,531,112,1895,213,130110,37,3574.35
2025-01-01,Email,Tablet,Australia,2025,2025-Q1,2025-01,287,240,52,835,95,59319,16,1484.2
2025-01-01,Email,Tablet,Canada,2025,2025-Q1,2025-01,412,337,73,1208,137,83632,26,2497.9
2025-01-01,Display,Desktop,United States,2025,2025-Q1,2025-01,6626,5370,4313,10011,4760,365986,46,4327.89
2025-01-01,Display,Desktop,United Kingdom,2025,2025-Q1,2025-01,2331,1901,1511,3561,1657,123865,19,1782.15
2025-01-01,Display,Desktop,Germany,2025,2025-Q1,2025-01,1480,1210,957,2246,1067,80380,4,388.17
2025-01-01,Display,Desktop,India,2025,2025-Q1,2025-01,1946,1604,1263,2944,1406,103118,9,840.72
2025-01-01,Display,Desktop,Australia,2025,2025-Q1,2025-01,871,715,568,1317,621,47738,0,0
2025-01-01,Display,Desktop,Canada,2025,2025-Q1,2025-01,1221,997,785,1851,881,65589,0,0
2025-01-01,Display,Mobile,United States,2025,2025-Q1,2025-01,8277,6781,5337,10131,6773,444138,57,5483.74
2025-01-01,Display,Mobile,United Kingdom,2025,2025-Q1,2025-01,2906,2375,1863,3633,2384,155185,24,2292.54
2025-01-01,Display,Mobile,Germany,2025,2025-Q1,2025-01,1850,1506,1198,2308,1504,101008,11,1016.12
2025-01-01,Display,Mobile,India,2025,2025-Q1,2025-01,2513,2066,1619,3174,2065,131646,18,1676.1
2025-01-01,Display,Mobile,Australia,2025,2025-Q1,2025-01,1082,885,704,1347,878,58532,0,0
2025-01-01,Display,Mobile,Canada,2025,2025-Q1,2025-01,1528,1257,1000,1872,1258,82567,2,196.83
2025-01-01,Display,Tablet,United States,2025,2025-Q1,2025-01,1331,1089,860,2016,957,71481,0,0
2025-01-01,Display,Tablet,United Kingdom,2025,2025-Q1,2025-01,454,373,294,691,333,24041,0,0
2025-01-01,Display,Tablet,Germany,2025,2025-Q1,2025-01,286,237,184,423,205,15568,0,0
2025-01-01,Display,Tablet,India,2025,2025-Q1,2025-01,381,311,247,578,271,20685,0,0
2025-01-01,Display,Tablet,Australia,2025,2025-Q1,2025-01,172,142,107,266,124,9062,0,0
2025-01-01,Display,Tablet,Canada,2025,2025-Q1,2025-01,244,198,157,371,171,12998,0,0
2025-02-01,Organic Search,Desktop,United States,2025,2025-Q1,2025-02,65612,53913,32882,202994,26656,12211519,2061,196695.43
2025-02-01,Organic Search,Desktop,United Kingdom,2025,2025-Q1,2025-02,22835,18751,11328,71834,9416,4151746,710,67964.73
2025-02-01,Organic Search,Desktop,Germany,2025,2025-Q1,2025-02,14537,11865,7261,45737,5905,2647678,463,44110.66
2025-02-01,Organic Search,Desktop,India,2025,2025-Q1,2025-02,19239,15835,9500,60119,7884,3466757,592,56403.52
2025-02-01,Organic Search,Desktop,Australia,2025,2025-Q1,2025-02,8769,7187,4404,27956,3609,1587372,282,26998.48
2025-02-01,Organic Search,Desktop,Canada,2025,2025-Q1,2025-02,11788,9661,5874,36361,4786,2141135,369,35329.81
2025-02-01,Organic Search,Mobile,United States,2025,2025-Q1,2025-02,82204,67218,41280,213550,38020,14950804,2605,248334.16
2025-02-01,Organic Search,Mobile,United Kingdom,2025,2025-Q1,2025-02,28553,23483,14196,73182,13331,5129093,891,85666.58
2025-02-01,Organic Search,Mobile,Germany,2025,2025-Q1,2025-02,17849,14414,8764,45508,8216,3255676,558,52696.16
2025-02-01,Organic Search,Mobile,India,2025,2025-Q1,2025-02,24056,19762,12005,61635,11112,4363580,748,71160.51
2025-02-01,Organic Search,Mobile,Australia,2025,2025-Q1,2025-02,10832,8832,5306,28133,5042,1952090,346,33074.66
2025-02-01,Organic Search,Mobile,Canada,2025,2025-Q1,2025-02,14785,12126,7316,37624,6924,2649556,455,43192.96
2025-02-01,Organic Search,Tablet,United States,2025,2025-Q1,2025-02,12954,10539,6395,40331,5250,2381518,408,38693.48
2025-02-01,Organic Search,Tablet,United Kingdom,2025,2025-Q1,2025-02,4519,3714,2217,14256,1854,817513,145,13842.73
2025-02-01,Organic Search,Tablet,Germany,2025,2025-Q1,2025-02,2873,2341,1410,9099,1174,512475,92,8822.9
2025-02-01,Organic Search,Tablet,India,2025,2025-Q1,2025-02,3735,3081,1877,11579,1538,681513,117,11233.99
2025-02-01,Organic Search,Tablet,Australia,2025,2025-Q1,2025-02,1691,1371,835,5331,685,307300,56,5285.96
2025-02-01,Organic Search,Tablet,Canada,2025,2025-Q1,2025-02,2330,1908,1170,7347,949,428404,75,7033.04
2025-02-01,Paid Search,Desktop,United States,2025,2025-Q1,2025-02,27099,22107,15365,62981,12887,3754230,1162,109760.56
2025-02-01,Paid Search,Desktop,United Kingdom,2025,2025-Q1,2025-02,9018,7429,5127,20940,4337,1260230,380,36372.59
2025-02-01,Paid Search,Desktop,Germany,2025,2025-Q1,2025-02,6002,4912,3417,14049,2866,829086,259,24993.58
2025-02-01,Paid Search,Desktop,India,2025,2025-Q1,2025-02,7678,6296,4390,17738,3683,1095928,326,31106.25
2025-02-01,Paid Search,Desktop,Australia,2025,2025-Q1,2025-02,3539,2884,1979,8325,1682,485808,148,14068.01
2025-02-01,Paid Search,Desktop,Canada,2025,2025-Q1,2025-02,4879,4009,2816,11488,2337,687906,209,19920.1
2025-02-01,Paid Search,Mobile,United States,2025,2025-Q1,2025-02,33259,26983,18750,63570,18091,4676292,1413,133839.74
2025-02-01,Paid Search,Mobile,United Kingdom,2025,2025-Q1,2025-02,11226,9234,6438,21273,6078,1603259,477,45348.85
2025-02-01,Paid Search,Mobile,Germany,2025,2025-Q1,2025-02,7499,6151,4268,14456,4092,1050980,322,30607.92
2025-02-01,Paid Search,Mobile,India,2025,2025-Q1,2025-02,9453,7720,5346,17765,5172,1333089,397,37595.55
2025-02-01,Paid Search,Mobile,Australia,2025,2025-Q1,2025-02,4343,3574,2482,8246,2383,606929,182,17549.72
2025-02-01,Paid Search,Mobile,Canada,2025,2025-Q1,2025-02,6001,4883,3390,11392,3273,864672,259,24831.98
2025-02-01,Paid Search,Tablet,United States,2025,2025-Q1,2025-02,5374,4409,3046,12708,2576,746094,234,22521.56
2025-02-01,Paid Search,Tablet,United Kingdom,2025,2025-Q1,2025-02,1771,1452,1003,4082,854,250232,75,7109.71
2025-02-01,Paid Search,Tablet,Germany,2025,2025-Q1,2025-02,1158,939,655,2722,550,161086,50,4775.93
2025-02-01,Paid Search,Tablet,India,2025,2025-Q1,2025-02,1512,1239,861,3496,714,219165,66,6214.71
2025-02-01,Paid Search,Tablet,Australia,2025,2025-Q1,2025-02,686,561,387,1623,330,96253,30,2880.5
2025-02-01,Paid Search,Tablet,Canada,2025,2025-Q1,2025-02,931,759,532,2138,439,130119,38,3578.15
2025-02-01,Direct,Desktop,United States,2025,2025-Q1,2025-02,33902,27804,9204,124525,12251,7459406,1325,127861.87
2025-02-01,Direct,Desktop,United Kingdom,2025,2025-Q1,2025-02,11327,9268,3085,41087,4053,2528185,431,40803.16
2025-02-01,Direct,Desktop,Germany,2025,2025-Q1,2025-02,7371,6008,1979,27122,2642,1630479,277,26513.24
2025-02-01,Direct,Desktop,India,2025,2025-Q1,2025-02,9761,7973,2666,35710,3488,2194960,379,35857.87
2025-02-01,Direct,Desktop,Australia,2025,2025-Q1,2025-02,4335,3542,1175,15770,1572,974423,172,16522.4
2025-02-01,Direct,Desktop,Canada,2025,2025-Q1,2025-02,5987,4866,1620,21645,2129,1331915,230,21845.31
2025-02-01,Direct,Mobile,United States,2025,2025-Q1,2025-02,41574,33837,11180,125203,16960,9261938,1610,153938.31
2025-02-01,Direct,Mobile,United Kingdom,2025,2025-Q1,2025-02,13695,11215,3752,40835,5592,3086534,522,49498.57
2025-02-01,Direct,Mobile,Germany,2025,2025-Q1,2025-02,9104,7487,2469,27060,3769,2047252,346,33584.7
2025-02-01,Direct,Mobile,India,2025,2025-Q1,2025-02,11983,9774,3280,35885,4906,2705835,460,43780.06
2025-02-01,Direct,Mobile,Australia,2025,2025-Q1,2025-02,5416,4436,1462,16030,2214,1186418,208,19849.67
2025-02-01,Direct,Mobile,Canada,2025,2025-Q1,2025-02,7619,6251,2057,23007,3115,1681893,298,28384.27
2025-02-01,Direct,Tablet,United States,2025,2025-Q1,2025-02,6537,5332,1779,23739,2329,1438957,249,23658.5
2025-02-01,Direct,Tablet,United Kingdom,2025,2025-Q1,2025-02,2196,1784,600,8029,780,504713,86,8099.37
2025-02-01,Direct,Tablet,Germany,2025,2025-Q1,2025-02,1450,1184,391,5320,517,319492,56,5357.37
2025-02-01,Direct,Tablet,India,2025,2025-Q1,2025-02,1856,1522,507,6716,662,412708,71,6752.29
2025-02-01,Direct,Tablet,Australia,2025,2025-Q1,2025-02,835,689,228,2984,301,186679,33,3153.18
2025-02-01,Direct,Tablet,Canada,2025,2025-Q1,2025-02,1174,958,320,4316,424,263025,46,4385.51
2025-02-01,Social,Desktop,United States,2025,2025-Q1,2025-02,18771,15399,11751,34337,12359,1418085,208,19750.27
2025-02-01,Social,Desktop,United Kingdom,2025,2025-Q1,2025-02,6365,5167,3959,11734,4174,482446,74,6994.96
2025-02-01,Social,Desktop,Germany,2025,2025-Q1,2025-02,4119,3391,2586,7530,2722,310071,45,4330.82
2025-02-01,Social,Desktop,India,2025,2025-Q1,2025-02,5369,4372,3312,9734,3504,406972,60,5800.41
2025-02-01,Social,Desktop,Australia,2025,2025-Q1,2025-02,2418,1982,1515,4398,1600,185922,27,2546.31
2025-02-01,Social,Desktop,Canada,2025,2025-Q1,2025-02,3356,2755,2109,6223,2209,255374,38,3643.99
2025-02-01,Social,Mobile,United States,2025,2025-Q1,2025-02,22812,18762,14328,33951,17319,1747836,247,23758.48
2025-02-01,Social,Mobile,United Kingdom,2025,2025-Q1,2025-02,7817,6379,4904,11591,5829,588571,89,8573.2
2025-02-01,Social,Mobile,Germany,2025,2025-Q1,2025-02,5130,4199,3181,7587,3869,387741,56,5306.28
2025-02-01,Social,Mobile,India,2025,2025-Q1,2025-02,6726,5490,4149,10239,5039,498255,76,7282.96
2025-02-01,Social,Mobile,Australia,2025,2025-Q1,2025-02,2990,2468,1890,4479,2260,227194,34,3231.52
2025-02-01,Social,Mobile,Canada,2025,2025-Q1,2025-02,4122,3345,2544,6085,3076,308937,43,4067.54
2025-02-01,Social,Tablet,United States,2025,2025-Q1,2025-02,3687,3023,2295,6728,2438,280451,41,3923.63
2025-02-01,Social,Tablet,United Kingdom,2025,2025-Q1,2025-02,1235,1012,773,2246,810,91819,12,1100.18
2025-02-01,Social,Tablet,Germany,2025,2025-Q1,2025-02,779,644,493,1383,516,60274,1,97.42
2025-02-01,Social,Tablet,India,2025,2025-Q1,2025-02,1056,865,657,1927,695,79176,9,839.03
2025-02-01,Social,Tablet,Australia,2025,2025-Q1,2025-02,468,384,290,843,304,35866,0,0
2025-02-01,Social,Tablet,Canada,2025,2025-Q1,2025-02,659,540,407,1201,437,48618,0,0
2025-02-01,Referral,Desktop,United States,2025,2025-Q1,2025-02,8110,6666,4276,21063,4225,1291055,156,15165.62
2025-02-01,Referral,Desktop,United Kingdom,2025,2025-Q1,2025-02,2780,2269,1459,7343,1445,438266,52,4965.65
2025-02-01,Referral,Desktop,Germany,2025,2025-Q1,2025-02,1782,1456,949,4674,923,285450,35,3318.71
2025-02-01,Referral,Desktop,India,2025,2025-Q1,2025-02,2420,1984,1282,6415,1252,379748,46,4363.73
2025-02-01,Referral,Desktop,Australia,2025,2025-Q1,2025-02,1046,853,550,2733,539,165787,23,2192.16
2025-02-01,Referral,Desktop,Canada,2025,2025-Q1,2025-02,1457,1196,771,3826,758,228527,29,2801.29
2025-02-01,Referral,Mobile,United States,2025,2025-Q1,2025-02,10247,8388,5389,21857,6038,1594183,192,17969.81
2025-02-01,Referral,Mobile,United Kingdom,2025,2025-Q1,2025-02,3533,2900,1855,7782,2102,544744,69,6621.97
2025-02-01,Referral,Mobile,Germany,2025,2025-Q1,2025-02,2247,1843,1187,4837,1317,354963,42,3974.76
2025-02-01,Referral,Mobile,India,2025,2025-Q1,2025-02,2973,2426,1559,6369,1759,468658,58,5554.21
2025-02-01,Referral,Mobile,Australia,2025,2025-Q1,2025-02,1325,1080,706,2866,770,211988,28,2642.66
2025-02-01,Referral,Mobile,Canada,2025,2025-Q1,2025-02,1894,1563,1013,4096,1128,300684,38,3637.85
2025-02-01,Referral,Tablet,United States,2025,2025-Q1,2025-02,1570,1299,847,4104,815,249106,31,2990.01
2025-02-01,Referral,Tablet,United Kingdom,2025,2025-Q1,2025-02,549,450,287,1451,285,86574,5,486.19
2025-02-01,Referral,Tablet,Germany,2025,2025-Q1,2025-02,354,290,187,930,183,55455,0,0
2025-02-01,Referral,Tablet,India,2025,2025-Q1,2025-02,473,390,249,1237,245,72915,2,198.05
2025-02-01,Referral,Tablet,Australia,2025,2025-Q1,2025-02,208,167,109,548,106,33177,0,0
2025-02-01,Referral,Tablet,Canada,2025,2025-Q1,2025-02,284,231,148,739,147,44870,0,0
2025-02-01,Email,Desktop,United States,2025,2025-Q1,2025-02,11165,9133,1986,32673,3660,2314212,654,61752.67
2025-02-01,Email,Desktop,United Kingdom,2025,2025-Q1,2025-02,3852,3140,670,11427,1277,788064,227,21742.85
2025-02-01,Email,Desktop,Germany,2025,2025-Q1,2025-02,2467,2016,435,7271,810,506172,147,13958.31
2025-02-01,Email,Desktop,India,2025,2025-Q1,2025-02,3303,2722,582,9562,1101,673526,186,17925.61
2025-02-01,Email,Desktop,Australia,2025,2025-Q1,2025-02,1482,1218,265,4371,486,300976,88,8418.82
2025-02-01,Email,Desktop,Canada,2025,2025-Q1,2025-02,2006,1642,352,5809,655,411307,117,11031.26
2025-02-01,Email,Mobile,United States,2025,2025-Q1,2025-02,14047,11520,2482,34141,5266,2869377,840,79845.45
2025-02-01,Email,Mobile,United Kingdom,2025,2025-Q1,2025-02,4820,3942,844,11416,1802,972432,276,26378.2
2025-02-01,Email,Mobile,Germany,2025,2025-Q1,2025-02,3119,2542,553,7538,1156,647394,186,17767.21
2025-02-01,Email,Mobile,India,2025,2025-Q1,2025-02,4128,3378,727,9818,1553,850620,241,22934.02
2025-02-01,Email,Mobile,Australia,2025,2025-Q1,2025-02,1795,1460,314,4353,669,360875,106,10143.61
2025-02-01,Email,Mobile,Canada,2025,2025-Q1,2025-02,2480,2051,438,5859,930,516910,146,14003.35
2025-02-01,Email,Tablet,United States,2025,2025-Q1,2025-02,2177,1760,376,6309,707,441988,127,12086.07
2025-02-01,Email,Tablet,United Kingdom,2025,2025-Q1,2025-02,759,626,133,2200,254,153606,43,4106.15
2025-02-01,Email,Tablet,Germany,2025,2025-Q1,2025-02,481,393,85,1429,160,99559,30,2887.53
2025-02-01,Email,Tablet,India,2025,2025-Q1,2025-02,623,510,110,1813,208,127135,36,3419.9
2025-02-01,Email,Tablet,Australia,2025,2025-Q1,2025-02,287,234,49,853,96,57928,21,1995.41
2025-02-01,Email,Tablet,Canada,2025,2025-Q1,2025-02,401,328,74,1177,134,81780,24,2293.37
2025-02-01,Display,Desktop,United States,2025,2025-Q1,2025-02,6674,5466,4321,10124,4746,357125,49,4669.5
2025-02-01,Display,Desktop,United Kingdom,2025,2025-Q1,2025-02,2280,1884,1483,3402,1657,123000,17,1626.35
2025-02-01,Display,Desktop,Germany,2025,2025-Q1,2025-02,1460,1192,945,2222,1051,77721,6,569.56
2025-02-01,Display,Desktop,India,2025,2025-Q1,2025-02,1921,1582,1262,2889,1376,104473,13,1179.21
2025-02-01,Display,Desktop,Australia,2025,2025-Q1,2025-02,885,722,564,1360,635,46583,0,0
2025-02-01,Display,Desktop,Canada,2025,2025-Q1,2025-02,1209,991,789,1858,871,64199,2,196.72
2025-02-01,Display,Mobile,United States,2025,2025-Q1,2025-02,8404,6817,5408,10540,6834,458964,59,5570.03
2025-02-01,Display,Mobile,United Kingdom,2025,2025-Q1,2025-02,2761,2255,1808,3436,2245,151329,21,1997.78
